,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.11,1.56,1.72,1.42,1.17,0.55,0.6,0.48,0.54,0.45,0.52,0.35,0.4,0.49,0.39
f_1,1.69,1.04,1.4,1.48,1.38,1.26,0.47,0.61,0.41,0.43,0.46,0.44,0.28,0.37,0.31,0.35
d_1,1.73,1.83,1.04,1.62,1.55,1.34,0.55,0.45,0.51,0.58,0.43,0.46,0.37,0.44,0.38,0.26
c_1,1.49,1.7,2.09,1.05,1.84,1.39,0.63,0.65,0.57,0.34,0.5,0.47,0.41,0.44,0.42,0.35
b_1,1.79,2.03,2.06,1.16,1.05,1.95,0.76,0.68,0.66,0.52,0.64,0.56,0.48,0.51,0.49,0.42
a_1,2.5,2.52,2.28,2.4,1.47,1.06,0.99,0.82,0.85,0.8,1.02,0.76,0.73,0.83,0.65,0.5
h_1,4.66,5.09,4.06,4.44,4.28,3.1,1.23,1.79,1.25,1.25,1.21,1.32,1.12,1.15,1.0,0.99
g_1,4.54,5.05,4.82,4.71,4.62,4.06,1.57,1.24,1.49,1.47,1.37,1.5,0.94,1.24,1.25,0.94
c_0,5.42,5.62,3.65,6.61,5.1,3.89,1.97,1.73,1.31,2.09,1.74,1.54,1.28,1.48,1.47,1.08
d_0,3.87,5.5,6.4,5.78,5.21,4.27,2.19,1.93,1.57,1.37,1.69,1.58,1.25,1.29,1.61,1.31
b_0,5.51,5.8,5.18,6.46,5.88,3.8,2.19,1.95,1.16,1.82,1.32,1.44,1.34,1.66,1.33,1.1
f_0,5.12,6.82,5.8,6.25,5.55,4.64,2.04,1.47,1.76,1.78,1.8,1.33,1.39,1.54,2.16,0.99
h_0,6.48,7.86,6.44,6.63,5.99,4.69,2.85,2.64,1.87,2.13,1.85,1.86,1.69,1.75,1.8,1.57
a_0,6.77,7.84,5.96,8.07,7.24,6.06,2.8,2.5,1.71,2.48,1.38,2.04,1.42,1.42,1.97,1.36
e_0,8.8,10.37,7.72,7.16,6.98,5.94,3.27,2.49,2.29,2.31,2.62,1.49,1.89,1.98,1.46,1.64
g_0,7.83,8.86,7.41,9.13,8.82,6.81,2.55,3.51,2.28,2.53,2.36,2.57,1.67,2.12,2.21,1.86
