,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.1,2.74,2.56,3.01,2.81,2.58,0.54,0.96,0.63,0.5,0.49,0.85,0.32,0.53,0.52,0.47
e_1,1.89,1.1,3.27,3.35,2.72,2.78,1.03,0.83,0.65,0.6,0.63,0.92,0.48,0.58,0.82,0.51
d_1,3.47,3.86,1.1,3.04,3.55,2.97,0.85,0.58,1.0,0.65,0.61,0.65,0.44,0.6,0.64,0.29
c_1,3.82,2.79,4.64,1.11,3.54,3.31,1.1,1.04,0.4,0.99,0.73,0.62,0.48,0.76,0.7,0.48
b_1,4.81,3.56,3.94,2.09,1.12,3.88,1.22,1.34,0.9,1.27,1.54,0.83,0.67,0.91,0.96,0.63
a_1,6.68,6.0,6.37,6.37,2.77,1.13,1.65,1.56,1.39,1.19,1.46,1.15,0.94,1.88,1.21,1.2
h_1,10.72,11.89,9.05,11.12,10.47,9.49,1.63,3.09,2.57,2.08,2.09,2.14,2.21,2.16,1.91,1.55
g_1,14.89,14.02,11.79,15.44,13.53,15.64,2.97,1.65,3.05,2.76,2.71,2.68,1.45,2.69,2.43,2.14
d_0,13.62,8.32,22.01,18.56,17.23,14.03,5.49,5.53,1.98,2.68,3.16,3.15,2.44,2.98,3.48,2.69
c_0,16.79,15.11,8.9,28.82,16.61,13.07,5.17,4.94,5.11,2.03,3.25,3.08,2.38,3.64,2.88,2.15
b_0,16.29,17.47,13.99,22.75,23.91,17.04,4.73,5.71,3.53,1.99,2.04,3.15,2.36,3.67,2.77,2.38
f_0,24.38,19.2,16.93,18.23,19.13,17.5,5.06,3.39,3.96,3.48,3.5,1.94,2.62,3.93,2.88,1.66
h_0,21.14,20.15,18.98,22.25,23.71,17.67,8.4,5.95,4.57,4.43,4.39,4.16,3.78,4.62,3.88,2.83
a_0,23.05,23.34,20.64,27.02,45.48,28.91,6.14,8.26,4.51,3.85,2.6,4.81,3.75,2.16,5.35,3.35
e_0,31.89,33.83,23.09,27.76,22.02,21.68,7.88,5.66,6.43,5.13,5.12,2.69,3.51,5.24,2.2,3.56
g_0,28.14,27.93,24.64,32.54,29.2,22.71,6.36,10.48,6.98,5.4,5.27,5.98,3.3,6.14,5.77,4.07
