,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.11,1.84,3.53,2.99,3.44,2.97,0.96,0.73,0.65,0.96,0.68,0.81,0.52,0.63,1.03,0.58
f_1,3.24,1.11,3.25,3.29,2.87,2.82,0.68,0.68,0.57,1.13,0.68,0.95,0.33,0.61,0.52,0.52
c_1,2.52,3.69,1.1,3.87,3.46,3.02,0.89,0.4,0.89,0.84,0.64,0.58,0.43,0.61,0.64,0.47
d_1,3.95,3.0,3.54,1.1,3.19,2.84,0.87,1.12,0.61,0.54,0.66,0.63,0.44,0.61,0.62,0.32
b_1,4.12,4.71,2.18,3.4,1.12,5.18,1.22,0.86,1.37,1.31,1.34,0.76,0.6,0.77,0.78,0.52
a_1,4.88,5.74,5.39,5.16,2.63,1.12,1.86,1.19,1.04,1.52,1.37,1.15,0.86,1.57,1.08,0.85
h_1,10.67,12.23,12.41,10.83,9.83,9.26,1.6,2.68,2.33,3.57,2.45,2.15,2.13,2.28,1.89,1.62
d_0,7.87,15.49,14.82,21.38,15.7,12.8,4.43,1.98,3.11,4.67,3.02,2.84,2.42,2.54,3.14,2.54
c_0,13.72,14.74,23.59,8.62,14.06,15.38,4.21,4.28,1.98,4.02,2.92,3.15,2.54,3.21,2.72,2.01
g_1,13.46,14.43,16.5,13.84,14.72,12.88,3.07,3.46,3.15,1.7,3.06,2.84,1.8,2.38,2.5,2.4
b_0,15.34,17.31,26.59,12.98,23.42,15.16,4.78,3.85,1.82,4.7,1.91,3.32,2.42,3.42,2.94,2.48
f_0,15.61,31.26,17.01,15.88,17.35,15.06,5.42,3.64,4.27,3.0,3.86,1.99,3.02,3.51,3.31,1.72
h_0,24.39,23.44,23.26,22.53,22.13,21.38,7.69,4.76,4.35,7.03,4.43,4.54,4.06,3.51,4.03,3.51
a_0,22.66,23.44,23.93,31.76,36.04,39.59,7.23,5.61,4.55,7.95,2.82,5.24,3.3,2.43,4.89,2.93
e_0,27.44,37.1,27.02,25.27,27.56,19.98,6.04,5.57,4.92,6.61,5.67,2.72,3.62,5.05,2.37,3.09
g_0,25.82,28.37,24.45,27.79,26.52,28.13,5.6,5.66,4.99,9.28,5.2,5.45,2.91,4.79,4.89,4.33
