,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.54,0.91,0.94,1.16,1.01,0.8,1.25,1.1,1.18,1.78,1.22,1.33,1.25,0.98,0.94,1.24
f_1,1.48,1.55,0.95,1.01,0.81,0.71,1.1,1.09,1.12,1.2,1.17,0.93,1.1,1.02,0.73,1.09
d_1,1.04,1.17,1.55,0.88,0.82,0.72,1.21,1.06,1.75,1.05,1.35,1.2,1.29,1.08,1.16,1.14
c_1,0.98,1.06,0.98,1.59,1.53,0.82,1.13,1.09,0.91,1.05,0.95,1.05,1.23,1.02,0.89,1.07
b_1,1.02,1.14,1.14,0.86,1.64,1.52,1.23,1.12,1.26,1.09,1.01,1.04,1.39,0.92,0.99,1.27
a_1,1.06,1.25,1.3,1.15,0.8,1.82,1.31,1.13,1.39,1.46,1.45,1.24,1.68,0.98,1.25,1.47
h_1,1.24,1.47,1.3,1.26,1.14,0.89,1.87,1.61,1.4,1.33,1.39,1.32,1.3,1.39,1.28,1.74
g_1,1.16,1.21,1.73,1.11,1.12,0.99,1.43,1.97,1.59,1.2,1.4,1.93,1.65,1.45,1.38,1.4
c_0,1.41,1.44,1.26,1.28,1.05,0.95,1.56,1.43,1.82,1.59,2.14,1.44,1.66,1.59,1.42,1.69
d_0,1.1,1.28,1.19,1.9,1.4,0.93,1.46,1.45,1.19,1.83,1.35,1.47,1.56,1.41,1.34,1.52
b_0,1.4,1.41,1.28,1.48,1.09,0.84,1.6,1.39,1.33,1.71,1.87,1.48,1.75,2.16,1.38,1.63
f_0,1.08,1.4,1.39,1.49,1.28,0.98,1.67,1.34,1.57,1.58,1.61,1.91,1.77,1.54,2.35,1.38
h_0,1.47,1.78,1.48,1.23,1.11,0.88,1.42,1.57,1.6,1.51,1.43,1.6,1.57,1.45,1.44,1.98
a_0,1.48,1.45,1.52,1.36,1.38,1.09,1.65,1.43,1.64,1.51,1.35,1.45,1.77,1.84,1.31,1.67
e_0,1.22,1.65,1.44,1.73,1.43,0.92,1.57,1.27,1.56,1.61,1.67,1.32,1.72,1.68,1.94,1.63
g_0,1.36,1.41,1.81,1.35,1.24,0.91,1.59,1.4,1.75,1.52,1.6,2.02,1.59,1.49,1.62,1.57
