,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,0.85,1.11,0.88,0.73,0.48,0.57,0.47,0.37,0.4,0.41,0.39,0.36,0.4,0.37
f_1,1.17,1.0,0.87,1.03,0.88,0.74,0.36,0.43,0.47,0.38,0.36,0.34,0.29,0.28,0.25,0.34
d_1,1.17,1.17,1.0,0.82,0.94,0.71,0.51,0.5,0.4,0.58,0.45,0.38,0.42,0.32,0.37,0.27
c_1,0.91,0.97,1.23,1.0,1.16,0.7,0.56,0.32,0.46,0.4,0.35,0.42,0.4,0.34,0.33,0.29
b_1,1.15,1.13,1.07,0.85,1.0,1.12,0.61,0.51,0.43,0.48,0.47,0.42,0.35,0.37,0.37,0.4
a_1,1.34,1.36,1.42,1.41,0.9,1.0,0.75,0.69,0.66,0.59,0.66,0.58,0.54,0.45,0.4,0.46
h_1,2.02,2.77,1.91,1.81,1.59,1.32,1.0,0.84,0.98,0.72,0.83,0.69,0.74,0.64,0.51,0.69
d_0,1.76,2.29,2.09,3.12,1.87,1.58,1.21,1.0,0.99,0.81,0.87,0.91,0.79,0.64,0.68,0.85
g_1,2.1,2.13,2.58,2.12,2.33,1.5,1.03,1.0,1.0,0.89,0.88,1.16,0.72,0.72,0.68,0.87
c_0,2.63,2.56,1.8,2.57,1.87,1.73,1.36,1.23,1.11,1.0,1.41,1.05,0.79,0.87,0.81,0.76
b_0,2.4,2.87,2.25,2.78,2.0,1.56,1.2,1.11,1.14,0.72,1.0,0.88,0.88,1.22,0.8,0.76
f_0,2.47,2.8,2.63,2.32,2.45,1.69,1.5,1.07,0.93,0.96,1.09,1.0,0.83,0.93,1.28,0.67
h_0,2.59,3.24,2.48,2.45,2.66,1.94,1.37,1.23,1.38,1.2,1.1,1.22,1.0,0.84,0.81,1.02
a_0,2.9,3.46,3.18,3.09,2.57,2.53,1.56,1.48,1.48,1.21,0.86,1.08,1.17,1.0,1.03,1.06
e_0,2.77,3.96,2.78,3.09,2.66,2.43,1.95,1.46,1.36,1.24,1.35,0.85,1.22,0.98,1.0,1.02
g_0,2.72,2.86,3.73,3.37,2.57,2.2,1.4,1.16,1.15,1.21,1.36,1.49,0.94,0.95,0.98,1.0
