,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.35,0.75,0.87,0.72,0.62,0.2,0.25,0.13,0.13,0.15,0.15,0.11,0.13,0.31,0.1
f_1,0.55,0.16,0.56,0.72,0.74,0.62,0.14,0.22,0.14,0.13,0.14,0.24,0.06,0.14,0.13,0.11
d_1,0.9,0.77,0.15,0.56,0.58,0.64,0.18,0.11,0.29,0.12,0.12,0.11,0.11,0.12,0.12,0.06
c_1,0.52,0.78,0.8,0.15,0.72,0.52,0.18,0.19,0.07,0.21,0.13,0.11,0.1,0.12,0.11,0.1
b_1,0.76,0.72,0.62,0.34,0.14,0.78,0.17,0.2,0.19,0.19,0.5,0.15,0.12,0.14,0.15,0.12
a_1,0.65,0.8,0.68,0.72,0.31,0.09,0.25,0.22,0.16,0.15,0.22,0.17,0.09,0.31,0.13,0.09
h_1,0.52,0.54,0.56,0.49,0.55,0.43,0.06,0.18,0.11,0.1,0.09,0.11,0.1,0.1,0.1,0.07
g_1,0.51,0.57,0.52,0.55,0.57,0.47,0.11,0.05,0.11,0.11,0.1,0.11,0.06,0.1,0.11,0.09
d_0,0.29,0.48,0.91,0.57,0.59,0.56,0.16,0.2,0.07,0.11,0.12,0.13,0.09,0.12,0.11,0.09
c_0,0.6,0.48,0.28,1.11,0.54,0.62,0.15,0.13,0.15,0.06,0.11,0.12,0.08,0.13,0.11,0.07
b_0,0.46,0.53,0.43,0.77,0.96,0.52,0.13,0.16,0.1,0.06,0.05,0.09,0.07,0.12,0.08,0.07
f_0,0.48,1.16,0.58,0.55,0.45,0.44,0.17,0.08,0.12,0.1,0.09,0.05,0.07,0.1,0.11,0.05
h_0,0.45,0.57,0.46,0.58,0.55,0.46,0.24,0.15,0.1,0.1,0.09,0.09,0.11,0.11,0.11,0.06
a_0,0.53,0.47,0.51,0.51,0.68,1.02,0.14,0.15,0.12,0.1,0.05,0.1,0.06,0.04,0.1,0.07
e_0,0.74,0.95,0.4,0.59,0.56,0.47,0.13,0.1,0.1,0.08,0.1,0.04,0.07,0.11,0.04,0.07
g_0,0.5,0.55,0.54,0.53,0.52,0.51,0.12,0.18,0.1,0.09,0.08,0.09,0.06,0.1,0.1,0.19
