,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
d_1,1.5,0.49,0.54,0.37,0.38,0.28,0.62,0.46,0.91,0.23,0.63,0.56,0.57,0.54,0.48,0.53
e_1,0.38,1.51,0.42,0.49,0.43,0.42,0.55,0.5,0.55,0.95,0.54,0.57,0.63,0.58,0.25,0.57
f_1,0.44,0.73,1.52,0.5,0.42,0.32,0.43,0.51,0.53,0.47,0.55,0.27,0.56,0.4,0.38,0.4
c_1,0.55,0.49,0.45,1.57,0.71,0.37,0.62,0.45,0.2,0.47,0.44,0.57,0.57,0.3,0.29,0.65
b_1,0.54,0.46,0.51,0.36,1.62,0.73,0.6,0.5,0.58,0.51,0.36,0.53,0.42,0.37,0.6,0.61
a_1,0.56,0.52,0.57,0.48,0.29,1.75,0.55,0.62,0.55,0.7,0.61,0.67,0.9,0.33,0.59,0.6
h_1,0.71,0.63,0.97,0.66,0.67,0.62,1.66,1.0,0.9,0.92,0.82,0.81,0.45,0.62,0.85,1.05
g_1,1.13,0.7,0.5,0.88,0.69,0.56,0.68,1.76,0.84,0.64,0.87,1.04,0.92,0.94,0.85,0.61
c_0,0.74,0.85,0.82,0.63,0.66,0.62,0.83,0.87,1.47,1.01,1.41,0.89,1.11,0.88,0.84,0.98
d_0,0.39,0.62,0.91,1.27,0.76,0.55,0.89,0.96,0.78,1.51,0.82,0.95,1.0,0.77,0.84,0.9
b_0,0.89,0.86,0.88,0.69,0.31,0.54,0.91,0.79,0.89,0.94,1.58,0.82,1.12,1.53,0.79,1.17
f_0,0.89,0.62,0.45,0.79,0.76,0.74,1.08,0.94,1.04,0.87,0.92,1.55,1.21,0.83,1.49,0.79
h_0,0.97,0.74,1.07,0.82,0.92,0.36,0.51,0.97,0.91,0.87,0.73,0.71,0.56,0.88,0.64,1.12
a_0,0.86,0.72,0.97,0.96,0.76,0.36,1.18,0.8,1.18,1.03,0.78,1.0,1.09,1.62,0.86,0.95
e_0,0.98,0.43,0.93,1.02,0.66,0.65,1.06,0.79,1.02,1.01,0.98,0.74,1.22,0.87,1.71,1.07
g_0,1.28,0.69,0.86,0.73,0.65,0.62,0.89,0.59,0.97,0.87,0.74,1.35,0.9,0.82,0.74,0.62
