,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.37,1.55,0.67,0.73,0.72,0.62,1.52,1.49,1.28,1.85,1.47,0.88,2.14,1.2,1.07,1.81
e_1,0.97,2.38,0.72,0.99,0.69,0.63,1.58,1.55,1.23,2.96,1.61,1.53,2.06,1.48,0.96,2.06
d_1,0.89,0.78,2.42,0.58,0.76,0.74,1.47,3.25,1.51,1.25,2.15,1.82,2.41,1.73,1.57,2.05
c_1,0.79,0.67,0.82,2.54,1.51,0.53,1.35,0.76,1.31,1.41,1.12,1.48,2.13,1.42,1.4,2.03
b_1,0.8,0.74,0.91,0.68,2.56,1.36,1.67,1.59,1.26,1.62,0.91,1.61,2.09,1.06,1.21,1.93
a_1,0.95,0.78,0.9,0.88,0.69,2.99,2.04,1.76,1.29,2.01,1.71,1.64,2.29,0.98,1.22,2.1
h_1,1.29,0.89,0.97,0.86,0.75,0.71,3.21,1.77,1.87,1.56,1.88,1.61,1.78,1.83,1.39,2.7
c_0,1.13,0.94,1.05,0.68,0.7,0.64,1.62,3.15,1.88,2.04,3.54,2.04,2.68,2.17,1.8,2.2
g_1,0.72,0.85,1.52,0.88,0.85,0.67,1.49,2.07,3.55,1.39,1.63,2.65,2.39,1.45,1.51,1.68
d_0,0.94,0.95,0.72,1.59,0.82,0.6,1.81,1.39,1.45,2.89,1.8,1.43,2.66,1.74,1.42,1.99
b_0,1.08,0.99,1.01,1.0,0.63,0.49,1.81,2.1,1.76,1.86,3.25,1.84,2.58,3.56,1.67,2.06
f_0,0.75,0.74,1.03,0.97,0.95,0.73,1.84,2.28,1.69,1.72,2.04,3.29,2.72,2.33,3.49,2.24
h_0,1.25,0.95,1.06,0.95,0.76,0.56,1.29,1.97,1.92,1.73,1.64,1.72,1.74,1.45,1.8,2.68
a_0,1.11,0.83,0.99,1.1,0.95,0.37,1.76,1.86,1.65,1.8,2.1,1.92,2.49,3.35,2.12,1.96
e_0,0.98,0.63,1.06,1.01,0.91,0.6,1.92,2.1,1.98,1.82,2.07,1.96,2.84,2.01,3.69,2.5
g_0,0.8,0.8,1.4,0.9,0.77,0.65,1.66,1.93,1.4,1.75,2.04,2.87,2.46,1.84,2.04,1.57
