,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.79,0.99,1.18,1.02,0.97,1.04,1.35,1.04,0.97,1.03,1.16,1.05,0.96,1.1,1.14
f_1,1.24,1.0,0.93,1.04,0.95,0.81,0.87,0.98,1.03,0.89,1.03,0.84,0.9,0.91,1.06,0.84
d_1,0.99,1.06,1.0,0.97,0.94,0.97,1.01,1.02,0.91,1.3,1.01,0.99,0.98,1.08,0.83,0.97
c_1,0.85,0.99,1.05,1.0,1.37,0.99,1.08,0.73,1.0,0.89,0.86,0.96,0.96,0.98,0.96,0.89
b_1,1.0,1.05,1.08,0.74,1.0,1.4,1.09,0.94,0.99,1.2,1.07,1.0,0.98,0.89,1.01,1.11
a_1,1.03,1.22,1.05,0.99,0.72,1.0,1.0,1.12,1.12,0.95,1.02,1.04,1.21,1.16,1.06,0.92
h_1,0.96,1.17,1.02,0.9,0.87,0.97,1.0,1.0,1.16,0.88,0.99,0.97,1.06,0.95,1.25,1.02
d_0,0.73,1.0,1.03,1.35,1.11,0.87,1.01,1.0,1.0,0.79,0.93,0.95,1.03,1.05,1.07,1.06
g_1,0.96,1.0,1.13,1.05,0.99,0.85,0.86,0.98,1.0,0.98,1.03,1.16,0.88,1.02,0.98,1.01
c_0,0.98,1.11,0.76,1.17,0.83,1.1,1.16,1.21,0.98,1.0,1.4,1.11,1.15,1.12,1.18,1.17
b_0,0.94,1.01,0.97,1.14,0.95,0.99,1.02,1.03,1.01,0.73,1.0,0.99,1.06,1.34,1.07,1.01
f_0,0.87,1.18,1.02,1.04,0.99,0.95,1.03,1.04,0.85,0.9,1.03,1.0,0.95,0.97,0.88,1.42
h_0,0.97,1.15,0.98,1.04,0.94,0.84,0.98,0.94,1.14,0.88,0.94,0.99,1.0,0.87,1.09,0.96
a_0,1.04,1.13,0.93,1.04,1.09,0.83,1.06,0.91,1.02,0.89,0.77,1.04,1.22,1.0,1.05,1.0
g_0,0.89,0.98,1.18,1.02,1.1,0.93,0.8,0.96,1.03,0.84,0.91,1.13,0.89,0.99,1.0,1.28
e_0,0.91,1.19,1.01,1.13,0.93,1.01,0.96,0.9,0.95,0.85,0.9,0.7,1.03,1.02,0.8,1.0
