,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.43,1.32,1.38,1.78,1.57,1.61,2.96,2.91,4.81,2.73,3.59,3.18,4.18,3.78,3.16,4.25
f_1,2.21,2.44,1.25,1.49,1.28,1.43,2.54,2.61,3.21,2.94,2.49,3.22,3.52,2.86,2.5,4.14
d_1,1.4,1.65,2.54,1.32,1.3,1.33,2.96,2.6,2.29,4.86,3.21,4.08,4.13,3.88,3.49,3.91
c_1,1.35,1.46,1.35,2.6,2.47,1.38,2.81,2.85,2.62,1.97,3.01,2.3,3.95,3.07,3.29,3.69
b_1,1.3,1.52,1.53,1.25,2.81,2.55,2.81,3.1,3.3,3.26,3.26,2.43,3.94,2.78,3.18,3.66
a_1,1.48,1.43,1.71,1.78,1.24,3.31,3.32,2.86,3.66,3.45,3.26,3.4,4.18,2.66,3.61,4.11
h_1,1.44,1.94,1.63,1.52,1.29,1.42,4.34,4.16,3.32,3.15,3.29,3.31,3.85,3.4,3.49,5.03
g_1,1.4,1.53,2.15,1.49,1.47,1.48,2.57,4.56,2.92,3.63,4.54,3.09,3.78,3.75,4.04,4.32
d_0,1.38,1.64,1.27,2.53,1.68,1.35,2.93,2.79,4.16,2.41,2.96,3.24,4.72,3.8,3.43,3.98
c_0,1.56,1.71,1.5,1.58,1.15,1.62,3.27,2.91,4.03,4.46,3.88,5.75,4.43,4.0,3.76,4.87
f_0,1.34,1.52,1.73,1.7,1.61,1.59,3.17,2.86,3.76,3.37,4.75,3.94,4.24,3.59,6.91,4.28
b_0,1.59,1.75,1.48,1.8,1.29,1.38,2.79,3.17,3.58,3.01,3.44,4.65,4.48,6.27,3.27,4.48
h_0,1.5,2.0,1.8,1.43,1.51,1.41,2.37,3.82,2.71,3.67,3.15,3.26,3.75,3.44,3.0,5.14
a_0,1.43,1.69,1.55,1.67,1.67,1.53,3.32,3.03,3.28,3.51,3.28,3.14,4.7,5.21,3.48,4.39
e_0,1.35,1.9,1.61,1.63,1.6,1.31,3.28,3.24,3.47,3.62,2.65,4.13,4.96,3.62,5.26,4.35
g_0,1.43,1.46,2.23,1.48,1.42,1.36,2.8,2.46,3.09,3.42,4.67,3.62,3.99,4.02,4.32,3.83
