,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.93,1.42,1.24,1.64,2.85,25.31,39.45,34.06,37.0,46.34,60.34,70.94,121.18,126.38,155.43
f_1,1.1,1.0,1.06,1.02,1.41,2.6,19.01,26.82,27.03,32.69,39.12,41.92,55.01,89.82,91.84,132.83
c_1,0.72,0.91,1.0,1.21,1.94,2.67,22.01,19.42,25.83,33.31,29.87,44.34,64.6,91.74,102.67,131.56
d_1,0.81,1.0,0.84,1.0,1.34,2.57,20.43,25.49,22.64,41.72,37.23,41.35,59.91,92.07,103.52,97.73
b_1,0.59,0.72,0.52,0.74,1.0,2.86,15.64,16.04,18.53,27.49,28.59,28.82,45.41,69.71,79.26,82.33
a_1,0.33,0.38,0.38,0.39,0.36,1.0,8.36,8.99,10.04,13.24,16.87,15.59,26.39,39.68,37.06,49.22
h_1,0.04,0.05,0.05,0.05,0.06,0.12,1.0,1.08,1.4,1.61,1.64,1.89,2.92,4.48,4.48,6.71
d_0,0.03,0.04,0.05,0.04,0.06,0.12,0.94,1.0,1.02,1.16,1.37,1.67,2.61,3.82,4.69,5.41
g_1,0.03,0.04,0.04,0.04,0.05,0.09,0.72,0.96,1.0,1.31,1.48,1.98,2.24,3.67,4.64,4.84
c_0,0.03,0.03,0.03,0.02,0.04,0.07,0.63,0.86,0.75,1.0,1.44,1.3,2.0,3.01,3.6,3.48
b_0,0.02,0.03,0.03,0.03,0.04,0.06,0.58,0.71,0.68,0.72,1.0,1.11,1.78,3.44,3.07,3.25
f_0,0.02,0.02,0.02,0.02,0.03,0.07,0.53,0.6,0.5,0.79,0.92,1.0,1.51,2.05,3.42,2.53
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.34,0.38,0.46,0.51,0.58,0.67,1.0,1.42,1.61,2.16
a_0,0.01,0.01,0.01,0.01,0.01,0.03,0.22,0.25,0.26,0.34,0.3,0.45,0.67,1.0,1.09,1.18
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.22,0.2,0.21,0.3,0.3,0.3,0.62,0.87,1.0,1.1
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.15,0.19,0.21,0.28,0.31,0.4,0.45,0.78,0.91,1.0
