,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.28,0.87,1.0,0.78,0.76,0.37,0.51,0.49,0.47,0.37,,0.34,0.31,,0.34
e_1,0.78,1.0,0.81,1.0,1.17,0.75,0.51,0.41,0.43,0.56,0.32,0.36,0.41,0.35,,0.3
d_1,1.15,1.23,1.0,0.96,0.92,0.74,0.47,0.33,0.55,,0.39,0.4,0.33,0.36,0.31,0.26
c_1,1.0,1.0,1.04,1.0,1.32,0.9,0.53,0.35,,0.36,0.37,0.34,0.32,0.41,0.28,0.34
b_1,1.28,0.85,1.09,0.76,1.0,0.99,0.49,0.43,0.44,0.42,,0.47,0.42,0.46,0.5,0.34
a_1,1.32,1.34,1.35,1.11,1.01,1.0,0.77,0.69,0.46,0.62,0.47,0.45,,0.51,,0.43
h_1,2.73,1.98,2.14,1.89,2.04,1.29,1.0,1.26,1.04,0.61,0.85,0.78,0.6,,0.53,0.74
g_1,1.97,2.45,3.07,2.88,2.3,1.46,0.79,1.0,0.76,0.95,0.88,1.19,0.87,0.58,0.75,
c_0,2.05,2.31,1.83,,2.28,2.16,0.96,1.31,1.0,1.19,1.32,0.81,0.83,0.73,0.61,0.59
d_0,2.12,1.77,,2.8,2.4,1.6,1.64,1.05,0.84,1.0,1.04,0.77,0.72,0.74,0.56,0.87
b_0,2.69,3.16,2.57,2.72,,2.14,1.18,1.14,0.76,0.96,1.0,1.0,1.0,0.82,0.74,0.69
f_0,,2.76,2.47,2.9,2.14,2.2,1.29,0.84,1.23,1.3,1.0,1.0,0.99,1.16,1.4,0.62
a_0,2.96,2.46,3.01,3.08,2.4,,1.66,1.15,1.21,1.39,1.0,1.01,1.0,1.26,,1.01
h_0,3.27,2.84,2.76,2.43,2.19,1.97,,1.72,1.37,1.35,1.22,0.87,0.79,,1.02,1.18
e_0,,,3.25,3.52,2.02,,1.88,1.34,1.65,1.78,1.35,0.71,,0.98,1.0,1.0
g_0,2.91,3.38,3.8,2.98,2.93,2.32,1.35,,1.68,1.15,1.45,1.61,0.99,0.85,1.0,
