,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.54,1.42,0.94,1.01,0.91,0.69,1.05,1.28,0.95,1.02,1.1,0.91,1.13,1.04,1.17,0.82
e_1,1.01,1.54,0.86,1.27,0.95,0.79,1.26,1.75,1.08,1.14,1.16,1.25,1.2,1.08,1.22,0.9
d_1,1.07,1.1,1.57,0.88,0.91,0.85,1.19,1.04,0.98,1.72,1.28,1.22,1.34,1.07,1.18,1.06
c_1,1.03,0.94,1.11,1.58,1.39,0.9,1.12,0.93,1.16,0.92,0.83,1.12,1.36,0.96,1.14,0.95
b_1,1.06,0.99,1.04,1.04,1.63,1.46,1.21,1.16,1.1,1.26,1.06,1.08,1.16,0.88,1.31,0.98
a_1,1.27,1.13,1.09,1.11,0.85,1.79,1.44,1.5,1.29,1.43,1.55,1.25,1.45,1.15,1.31,1.11
h_1,1.54,1.22,1.3,1.21,1.14,0.91,1.87,1.36,1.58,1.26,1.31,1.29,1.43,1.17,1.83,1.18
d_0,1.31,1.1,1.15,1.95,1.38,0.89,1.6,1.79,1.35,1.17,1.32,1.41,1.61,1.3,1.66,1.44
g_1,1.36,1.28,1.75,1.16,1.15,1.01,1.37,1.3,1.94,1.47,1.36,1.89,1.46,1.3,1.29,1.26
c_0,1.53,1.42,1.27,1.23,1.0,0.93,1.64,1.72,1.37,1.87,2.28,1.46,1.74,1.79,1.72,1.4
b_0,1.46,1.4,1.41,1.36,1.03,0.82,1.75,1.67,1.47,1.5,1.91,1.55,1.82,2.28,1.67,1.33
f_0,1.35,1.16,1.39,1.34,1.47,1.06,1.71,1.65,1.43,1.56,1.59,1.87,1.73,1.41,1.4,2.22
h_0,1.65,1.36,1.38,1.33,1.36,1.02,1.36,1.4,1.83,1.39,1.46,1.48,1.62,1.34,1.8,1.26
a_0,1.51,1.32,1.42,1.55,1.42,0.99,1.87,1.68,1.49,1.46,1.34,1.47,1.81,1.9,1.67,1.26
g_0,1.3,1.35,1.71,1.45,1.33,1.2,1.47,1.47,1.44,1.56,1.57,1.96,1.71,1.39,1.46,1.53
e_0,1.62,1.22,1.52,1.34,1.36,1.13,1.78,1.43,1.67,1.54,1.71,1.39,2.0,1.6,1.62,2.0
