,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.01,0.06,0.12,0.12,0.14,0.22,0.22,0.25,0.24,0.29,0.33,0.39,0.35,0.43,0.6,
f_1,0.1,0.01,0.1,0.11,0.13,0.17,0.16,0.22,0.24,0.32,0.26,,0.23,0.41,0.4,
d_1,0.07,0.06,0.01,0.08,0.08,0.12,0.16,,0.16,0.14,0.16,0.18,0.23,0.24,0.2,0.25
c_1,0.04,0.05,0.06,0.01,0.09,0.1,0.12,0.08,,0.14,0.16,0.13,0.15,0.31,0.18,0.18
b_1,0.03,0.03,0.04,0.02,,0.07,0.07,0.09,0.1,,,0.08,0.11,0.12,0.12,0.18
a_1,0.01,0.01,0.01,0.02,0.01,,0.02,0.03,0.03,0.05,0.04,,0.04,,0.05,
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
