,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.17,1.89,1.66,3.35,20.26,31.86,39.38,31.5,39.03,41.86,89.98,85.01,97.8,141.28
f_1,1.24,1.0,1.14,1.37,1.28,3.02,15.26,26.69,23.47,25.76,35.57,34.75,69.63,73.23,75.56,146.28
d_1,0.85,0.88,1.0,1.06,1.38,2.86,15.75,16.28,22.76,31.23,36.73,30.67,70.68,67.94,71.11,89.39
c_1,0.53,0.73,0.95,1.0,1.51,2.31,16.09,18.62,13.62,14.29,26.53,25.87,58.92,73.49,70.02,109.38
b_1,0.6,0.78,0.72,0.66,1.0,3.1,15.3,17.38,16.27,21.81,17.66,26.6,52.68,39.4,64.19,75.62
a_1,0.3,0.33,0.35,0.43,0.32,1.0,7.35,8.47,7.85,9.49,12.05,12.49,30.77,27.09,23.6,53.52
h_1,0.05,0.07,0.06,0.06,0.06,0.14,1.0,1.47,1.35,1.33,1.6,1.97,3.91,3.78,4.0,8.84
g_1,0.03,0.04,0.06,0.06,0.05,0.12,0.68,1.0,1.03,1.02,1.53,2.13,2.74,2.77,2.63,5.9
d_0,0.03,0.04,0.04,0.07,0.06,0.12,0.72,0.96,1.0,1.0,1.43,1.63,3.13,3.61,2.9,4.35
c_0,0.03,0.04,0.03,0.07,0.04,0.11,0.73,0.97,1.05,1.0,1.78,1.49,2.9,3.32,3.15,4.58
b_0,0.03,0.03,0.03,0.04,0.06,0.08,0.63,0.67,0.7,0.62,1.0,1.01,2.32,3.02,2.29,3.94
f_0,0.02,0.03,0.03,0.04,0.04,0.08,0.52,0.48,0.62,0.68,0.92,1.0,1.96,2.12,3.0,2.99
h_0,0.01,0.01,0.01,0.02,0.02,0.03,0.25,0.38,0.31,0.34,0.44,0.53,1.0,1.14,0.87,2.0
a_0,0.01,0.01,0.01,0.01,0.03,0.04,0.26,0.37,0.29,0.31,0.32,0.49,0.92,1.0,1.0,1.86
e_0,0.01,0.01,0.01,0.01,0.02,0.05,0.24,0.35,0.33,0.3,0.43,0.34,1.15,0.92,1.0,1.56
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.11,0.17,0.22,0.2,0.25,0.33,0.48,0.55,0.62,1.0
