,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,70.22,96.18,75.41,68.12,99.63,16.16,27.33,13.57,14.45,15.41,,6.65,14.85,14.12,15.24
e_1,43.12,1.15,77.86,88.34,77.58,118.31,25.55,28.52,15.56,15.9,13.9,17.78,10.74,21.44,,13.33
d_1,81.75,135.43,1.15,106.62,103.44,118.31,28.29,17.26,18.23,,15.83,20.87,9.52,17.55,16.14,7.8
c_1,89.18,99.79,112.76,1.15,77.58,126.2,36.0,29.82,,9.78,28.5,25.26,13.97,13.31,28.25,10.0
b_1,145.33,108.34,125.77,55.21,1.15,82.3,26.4,25.23,29.0,19.27,,26.67,13.09,29.69,,14.55
a_1,163.5,199.58,136.25,171.78,107.42,1.15,52.8,46.86,45.57,39.75,51.82,20.87,17.46,,,24.62
h_1,83.49,114.91,86.05,103.07,107.42,78.88,2.0,38.59,18.23,17.19,19.0,20.0,,21.44,18.83,16.84
g_1,178.36,189.6,116.79,134.43,111.72,99.63,18.86,2.0,25.52,35.33,21.11,30.0,16.12,35.09,13.04,
c_0,85.3,99.79,55.42,,99.75,86.05,28.29,17.26,2.95,27.65,20.36,22.86,13.52,15.44,24.21,15.24
d_0,109.0,50.56,,83.57,111.72,72.81,28.29,36.44,20.58,3.03,18.39,20.87,18.22,16.08,13.56,13.33
b_0,109.0,114.91,125.77,123.68,,118.31,23.29,21.87,12.76,25.44,2.94,20.0,14.45,32.17,30.82,12.8
f_0,,130.76,121.11,140.55,107.42,126.2,37.71,19.29,19.33,35.33,23.75,2.89,24.65,,24.21,15.24
h_0,98.1,80.68,102.19,85.89,103.44,94.65,,36.44,22.79,14.79,18.39,15.48,,15.44,22.6,12.31
a_0,163.5,151.68,155.71,181.88,214.85,,36.0,46.86,39.88,33.47,19.0,,20.95,3.02,,24.62
e_0,280.29,,192.35,154.6,,,52.8,54.67,42.53,35.33,40.71,13.71,20.95,,2.92,
g_0,156.96,130.76,99.09,128.83,139.65,111.35,25.55,,21.27,23.56,35.63,24.0,19.95,24.13,,
