,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.84,1.52,1.64,1.48,1.25,0.51,0.68,0.5,0.44,0.52,0.54,0.32,0.4,0.37,0.39
e_1,1.17,1.05,1.74,1.92,1.8,1.44,0.64,0.71,0.61,0.5,0.48,0.62,0.4,0.48,0.59,0.38
d_1,2.13,1.97,1.05,1.86,1.74,1.38,0.64,0.44,0.69,0.56,0.54,0.47,0.39,0.48,0.46,0.29
c_1,1.98,1.58,2.11,1.05,1.92,1.4,0.75,0.68,0.37,0.61,0.49,0.47,0.45,0.48,0.48,0.36
b_1,2.25,2.02,2.15,1.34,1.06,2.21,0.8,0.66,0.6,0.76,0.79,0.59,0.52,0.46,0.49,0.47
a_1,3.33,2.97,2.99,2.77,1.58,1.07,1.31,1.15,0.89,0.83,1.0,0.78,0.67,0.83,0.65,0.61
h_1,5.62,4.7,4.36,4.65,4.77,3.69,1.28,1.69,1.41,1.35,1.42,1.22,1.14,1.08,1.1,0.99
g_1,6.52,5.98,6.19,5.2,5.38,4.41,1.75,1.3,1.61,1.64,1.76,1.59,1.08,1.54,1.5,1.23
d_0,5.9,4.02,6.89,6.47,5.73,4.77,2.33,2.44,1.47,1.68,1.72,1.81,1.5,1.42,1.66,1.43
c_0,6.43,6.35,3.99,9.81,5.86,4.62,2.43,2.1,2.41,1.43,2.03,1.75,1.54,1.78,1.48,1.39
b_0,6.31,6.57,4.72,7.85,7.07,5.15,2.29,2.23,2.3,1.18,1.38,1.61,1.31,1.8,1.38,1.15
f_0,10.25,6.38,7.24,7.17,6.19,5.51,2.67,1.98,2.03,2.15,2.18,1.43,1.57,1.96,2.17,1.07
h_0,8.9,7.94,7.19,7.4,6.82,5.85,3.66,2.81,2.36,2.0,2.49,2.1,2.03,1.79,1.72,1.78
a_0,9.24,8.96,7.64,9.48,9.88,7.25,4.06,2.97,2.88,2.12,1.62,2.31,2.06,1.53,2.0,1.86
e_0,12.04,9.84,7.99,8.63,8.06,7.9,3.4,2.87,2.64,2.78,2.89,1.5,2.06,2.2,1.51,1.74
g_0,10.82,9.15,9.53,11.1,9.9,8.04,3.16,3.82,3.01,2.62,2.95,2.76,1.8,2.22,2.36,2.3
