,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.37,1.87,1.13,1.04,1.15,1.02,2.2,2.42,2.2,2.68,2.57,1.71,2.75,2.59,2.44,3.62
e_1,1.15,2.44,1.44,1.15,1.15,1.34,2.54,4.6,2.5,3.03,2.73,3.3,3.18,2.58,2.97,3.23
c_1,1.22,1.16,2.55,1.27,2.0,1.12,2.12,2.06,2.03,1.49,2.38,2.43,3.28,2.56,2.21,3.13
d_1,1.37,1.2,1.09,2.61,1.11,1.27,2.25,2.11,2.49,3.94,3.12,2.39,3.71,2.87,2.25,3.19
b_1,1.32,1.13,1.04,1.4,2.76,2.01,2.64,2.29,2.14,2.37,1.63,2.8,3.36,2.12,2.26,3.69
a_1,1.31,1.08,1.36,1.31,1.06,3.27,2.75,2.9,2.59,2.84,2.84,3.54,3.47,2.09,3.38,2.99
h_1,1.71,1.28,1.41,1.45,1.23,1.11,4.02,3.0,3.16,2.81,3.31,2.67,2.9,2.69,3.52,4.37
d_0,1.32,1.03,2.38,1.05,1.27,1.35,2.46,3.93,3.16,2.5,3.29,3.01,4.28,3.19,3.29,3.44
g_1,1.21,1.26,1.48,1.8,1.49,1.1,2.29,2.23,4.57,2.49,2.9,4.36,3.51,3.18,3.19,2.97
c_0,1.35,1.29,1.27,1.29,1.2,1.2,2.88,3.32,2.92,4.2,5.6,3.18,4.54,3.65,3.41,3.68
b_0,1.54,1.38,1.57,1.28,1.08,1.05,2.76,3.21,2.66,2.2,4.34,3.09,4.1,5.99,3.57,3.74
f_0,1.16,1.13,1.58,1.48,1.44,1.03,2.88,3.23,2.55,2.59,3.01,4.72,4.77,4.05,6.69,2.92
h_0,1.88,1.34,1.19,1.39,1.26,1.26,2.35,2.63,3.33,2.33,3.15,2.86,2.7,2.89,3.35,4.56
a_0,1.43,1.49,1.55,1.33,1.47,1.0,2.79,2.94,2.62,2.91,2.1,2.88,4.16,4.89,3.3,4.08
e_0,1.24,0.96,1.68,1.79,1.53,1.2,2.46,2.49,3.2,3.13,3.18,2.1,4.13,3.03,5.09,3.37
g_0,1.16,1.31,1.5,1.94,1.34,1.27,2.34,2.77,2.25,2.8,2.78,4.62,3.15,2.68,3.78,3.04
