,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.17,0.92,0.97,0.79,0.66,0.41,0.4,0.37,0.36,0.35,0.28,0.3,0.34,0.27,0.34
e_1,0.85,1.0,0.96,1.06,0.82,0.73,0.62,0.5,0.6,0.45,0.45,0.44,0.37,0.33,0.39,0.33
d_1,1.09,1.04,1.0,0.82,0.9,0.7,0.55,0.36,0.47,0.56,0.43,0.41,0.38,0.32,0.35,0.27
c_1,1.04,0.93,1.23,1.0,1.35,0.8,0.46,0.41,0.31,0.36,0.4,0.4,0.34,0.33,0.29,0.37
b_1,1.25,1.21,1.12,0.74,1.0,1.34,0.58,0.52,0.55,0.56,0.43,0.47,0.45,0.31,0.4,0.38
a_1,1.52,1.38,1.43,1.25,0.75,1.0,0.76,0.85,0.55,0.6,0.67,0.41,0.52,0.54,0.41,0.41
h_1,2.36,1.73,1.78,2.08,1.66,1.28,1.0,1.0,0.91,0.81,0.85,0.77,0.69,0.58,0.72,0.82
g_1,2.38,2.2,2.79,2.3,2.02,1.18,0.98,1.0,0.97,0.98,0.93,1.13,0.64,0.73,0.69,0.86
d_0,2.56,1.68,2.26,3.21,1.88,1.81,1.1,1.03,1.0,0.75,0.86,0.83,0.9,0.75,0.78,0.77
c_0,2.66,2.23,1.77,2.81,1.8,1.67,1.26,1.02,1.38,1.0,1.4,0.85,0.94,0.74,0.83,0.83
b_0,2.84,2.31,2.34,2.47,2.56,1.54,1.23,1.05,1.18,0.75,1.0,1.05,0.84,1.15,0.78,0.83
f_0,3.57,2.12,2.4,2.53,2.13,2.3,1.23,0.88,1.29,1.09,0.93,1.0,0.89,0.81,1.23,0.73
h_0,3.3,2.78,2.69,2.72,2.36,1.96,1.47,1.54,1.11,1.08,1.16,1.05,1.0,1.03,0.7,1.14
a_0,2.78,3.03,3.12,3.0,3.28,1.92,1.76,1.36,1.44,1.33,0.92,1.28,1.0,1.0,1.0,0.88
e_0,3.75,2.65,2.85,3.39,2.58,2.48,1.44,1.39,1.26,1.27,1.29,0.88,1.51,0.99,1.0,1.12
g_0,2.86,3.11,3.68,2.83,2.67,2.2,1.25,1.16,1.28,1.23,1.19,1.33,0.89,1.18,0.93,1.0
