,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.76,1.04,1.13,0.87,0.85,0.72,0.92,0.71,0.69,0.76,0.7,0.59,0.59,0.65,0.51
f_1,1.32,1.0,0.9,0.94,0.82,0.78,0.61,0.64,0.6,0.72,0.52,0.55,0.49,0.5,0.56,0.42
d_1,0.97,1.11,1.0,0.87,0.97,0.74,0.68,0.77,0.82,0.58,0.66,0.59,0.64,0.56,0.5,0.53
c_1,0.88,1.06,1.13,1.0,1.16,0.97,0.75,0.51,0.51,0.6,0.54,0.65,0.58,0.61,0.63,0.66
b_1,1.16,1.22,1.02,0.88,1.0,1.12,0.79,0.71,0.69,0.67,0.64,0.66,0.65,0.63,0.54,0.56
a_1,1.17,1.28,1.37,1.03,0.91,1.0,1.03,0.76,0.81,0.9,1.03,0.69,0.82,0.77,0.67,0.61
h_1,1.42,1.63,1.43,1.39,1.27,0.95,1.0,0.85,0.88,1.12,0.88,0.78,0.83,0.81,0.93,0.76
d_0,1.1,1.52,1.33,2.03,1.38,1.31,1.18,1.0,0.94,1.13,1.03,1.0,1.07,0.82,0.85,0.92
c_0,1.55,1.56,1.22,1.79,1.27,1.11,1.1,1.04,1.0,1.03,1.32,0.95,0.97,1.0,0.94,1.02
g_1,1.41,1.39,1.8,1.73,1.46,1.1,0.89,0.86,1.01,1.0,0.99,0.97,0.82,0.89,0.89,0.86
b_0,1.33,1.84,1.41,1.8,1.61,1.02,1.16,1.06,0.74,1.03,1.0,1.02,0.97,1.13,0.88,0.86
f_0,1.39,1.8,1.68,1.67,1.5,1.42,1.33,1.04,1.07,1.02,0.97,1.0,1.06,0.89,0.74,1.39
h_0,1.67,2.15,1.69,1.68,1.5,1.17,1.23,0.99,1.04,1.25,1.01,0.89,1.0,0.95,1.08,0.98
a_0,1.67,1.81,1.89,1.46,1.6,1.46,1.21,1.17,1.08,1.06,0.94,1.22,1.1,1.0,1.25,1.23
g_0,1.58,1.73,2.08,1.63,1.75,1.4,1.1,1.15,1.01,1.09,1.13,1.31,0.93,0.76,1.0,0.98
e_0,1.76,2.38,1.76,1.64,1.71,1.64,1.35,1.15,0.93,1.21,1.09,0.75,1.0,0.84,0.97,1.0
