,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,102.87,77.03,59.73,70.1,86.74,283.65,7563.98,12799.02,16094.43,23073.7,33303.18,24009.42,74489.5,81899.9,71039.28,236211.94
e_1,46.55,105.7,56.63,83.15,101.49,334.07,6583.58,12953.95,22895.08,21866.48,36689.2,50861.94,86531.1,103484.23,101666.51,173890.76
d_1,46.63,42.59,132.63,48.54,92.76,339.93,7115.21,11089.62,9804.45,35864.39,31995.35,39934.76,76096.63,77445.47,125589.02,167411.52
c_1,36.77,39.93,55.41,135.09,171.05,316.52,6727.97,10412.39,13067.8,10844.01,18293.25,37892.57,68250.67,52174.66,98581.84,181777.06
b_1,42.5,32.27,54.56,39.84,197.76,478.89,5580.99,11950.86,10558.14,20915.82,14956.67,32438.95,68913.38,74988.54,108667.63,162232.13
a_1,29.66,25.52,38.73,38.01,40.9,538.23,4216.0,7452.3,7787.04,13215.03,18100.04,17407.08,47065.03,38079.56,52343.22,99682.5
h_1,16.06,13.31,16.69,15.97,26.48,67.85,3112.62,4123.5,4093.15,4553.2,7777.58,9703.09,19615.46,23704.44,32314.22,72882.37
g_1,9.48,9.67,19.4,15.32,19.56,65.96,1323.31,5094.68,2674.23,4971.54,6679.56,13767.92,18064.36,16033.78,32083.43,31135.56
d_0,10.82,9.44,7.54,22.16,23.48,65.22,1534.13,3223.04,4702.83,4003.9,6282.27,9431.33,17289.83,17107.06,26841.77,45898.22
c_0,10.39,8.39,11.16,10.5,14.47,55.29,1447.33,2789.77,2934.33,6933.14,9856.35,7964.65,17791.64,18252.49,28624.96,42571.47
b_0,7.82,7.88,11.17,13.51,13.69,42.34,1275.3,2299.92,2878.94,3885.26,8533.93,8296.08,15845.05,27097.96,21898.97,36556.34
f_0,5.99,6.05,10.8,9.52,17.08,60.32,1164.66,1578.8,2397.49,4077.15,5060.29,10772.41,13469.48,14527.29,40838.59,31545.07
h_0,7.42,5.65,10.13,9.17,12.29,44.7,738.41,2117.43,1951.4,2824.56,4010.36,5803.57,7710.59,10780.3,16900.37,34297.6
a_0,6.26,4.94,9.74,8.57,12.46,24.87,866.06,1873.24,1745.88,2861.13,3186.36,5929.18,11288.83,18021.91,15659.15,23767.81
e_0,6.82,3.25,7.94,8.46,11.06,34.34,925.31,1218.21,1731.16,2308.01,3531.15,3603.03,9909.89,10041.96,23395.36,23056.41
g_0,4.15,5.18,9.13,6.21,8.15,31.12,594.26,1451.39,1279.81,2374.38,3035.46,5840.91,7045.1,9020.89,13099.58,12959.15
