,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.24,0.95,1.05,0.95,0.86,0.86,1.05,0.91,0.95,0.89,0.92,0.81,0.84,0.71,1.08
e_1,0.81,1.0,0.93,1.21,1.1,1.01,1.06,0.96,0.9,1.4,1.01,1.09,1.04,1.09,1.15,1.13
d_1,1.06,1.07,1.0,0.87,0.98,0.93,1.09,0.84,1.24,1.03,1.0,1.0,1.0,1.02,0.9,0.82
c_1,0.96,0.81,1.15,1.0,1.26,1.07,0.93,1.12,0.93,0.69,0.85,1.04,1.07,0.95,1.03,0.92
b_1,1.06,0.89,1.02,0.81,1.0,1.41,1.15,1.04,1.13,0.96,1.19,1.03,1.04,0.87,1.11,0.99
a_1,1.15,1.01,1.06,0.93,0.72,1.0,1.17,1.12,1.07,1.11,1.12,0.97,1.05,1.19,1.22,1.17
h_1,1.16,0.97,0.94,1.03,0.86,0.8,1.0,1.3,0.97,0.92,0.99,0.9,1.2,0.98,1.01,1.19
g_1,0.96,1.01,1.18,0.91,0.94,0.89,0.78,1.0,1.1,0.85,1.05,1.24,0.92,1.1,0.98,1.1
c_0,1.18,1.1,0.8,1.05,0.86,0.87,1.04,0.9,1.0,1.18,1.39,1.13,1.16,1.09,1.2,1.06
d_0,1.01,0.75,0.96,1.47,1.04,0.89,1.09,1.28,0.86,1.0,1.1,0.89,1.2,0.98,0.94,1.02
b_0,1.14,1.01,0.98,1.17,0.84,0.86,1.03,0.93,0.72,0.92,1.0,0.92,1.05,1.31,1.01,0.99
f_0,1.01,0.91,0.96,1.0,1.0,0.99,1.04,0.8,0.91,1.18,1.1,1.0,1.15,1.15,1.51,0.9
h_0,1.2,0.99,1.0,0.95,0.97,0.92,0.84,1.1,0.87,0.84,0.98,0.87,1.0,0.91,1.01,1.07
a_0,1.13,0.9,0.96,1.12,1.21,0.89,1.03,0.91,0.9,0.98,0.77,0.97,1.12,1.0,0.82,0.98
e_0,1.3,0.89,1.1,0.95,0.96,0.78,0.94,1.03,0.92,1.03,1.0,0.68,1.04,1.46,1.0,0.88
g_0,0.92,0.89,1.22,1.05,1.02,0.89,0.85,0.92,0.97,0.95,0.98,1.16,0.92,0.99,1.15,1.0
