,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,3.86,4.32,3.57,3.01,4.28,1.61,2.07,1.48,1.46,1.58,,0.93,1.53,1.33,1.65
e_1,2.29,0.43,3.17,3.81,3.48,4.51,2.04,2.05,1.54,1.85,1.4,1.71,1.37,2.0,,1.52
d_1,3.06,4.75,0.4,3.81,3.72,4.44,2.12,1.42,1.8,,1.35,1.76,1.05,1.53,1.41,0.98
c_1,3.33,3.51,3.81,0.39,3.53,4.22,2.33,1.98,,0.98,2.03,1.87,1.4,1.15,2.17,1.06
b_1,4.57,3.58,3.86,2.27,0.37,3.19,1.69,1.7,1.95,1.4,,1.93,1.18,1.86,,1.27
a_1,3.39,3.8,2.96,3.52,2.82,0.3,2.3,2.07,2.12,2.0,2.22,1.15,1.12,,,1.49
h_1,1.68,1.92,1.56,1.71,1.95,1.43,0.26,1.41,0.73,0.7,0.82,0.79,,0.88,0.75,0.84
g_1,2.26,2.36,1.93,1.9,1.76,1.53,0.57,0.23,0.93,0.98,0.78,1.09,0.61,1.04,0.49,
c_0,1.51,1.66,1.07,,1.53,1.35,0.92,0.61,0.28,0.92,0.85,0.87,0.58,0.57,0.82,0.7
d_0,1.79,0.99,,1.71,1.84,1.23,0.93,0.98,0.69,0.28,0.66,0.7,0.81,0.62,0.55,0.61
b_0,1.62,1.74,1.87,1.62,,1.53,0.72,0.7,0.48,0.82,0.26,0.69,0.6,1.1,0.91,0.49
f_0,,1.59,1.5,1.62,1.34,1.77,0.9,0.51,0.56,0.89,0.69,0.24,0.82,,0.88,0.55
h_0,1.47,1.13,1.45,1.17,1.4,1.35,,0.87,0.65,0.43,0.56,0.45,,0.49,0.67,0.44
a_0,1.65,1.44,1.6,1.95,1.86,,0.72,0.82,0.9,0.78,0.44,,0.61,0.22,,0.66
e_0,2.28,,1.74,1.3,,,0.9,1.07,0.76,0.77,0.71,0.35,0.51,,0.2,
g_0,1.38,1.26,1.21,1.41,1.4,1.14,0.52,,0.49,0.54,0.77,0.57,0.54,0.54,,
