,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,105.03,53.12,51.99,53.22,54.28,151.81,4212.05,10418.6,10839.56,12479.17,20870.0,15961.06,63029.14,86736.16,63682.71,116701.62
e_1,30.89,106.03,45.09,55.03,56.22,170.4,7064.33,17068.65,10302.19,16285.73,20754.94,32250.73,57098.56,109404.96,54077.68,125791.89
d_1,32.01,26.56,138.96,44.89,49.95,164.97,5027.5,5158.1,17575.17,14383.95,21834.82,30286.54,56870.5,71557.53,87922.0,94235.2
c_1,31.4,28.75,36.43,143.71,85.11,134.5,6219.44,7952.73,4973.87,13227.81,15458.79,28905.13,53276.12,68874.3,90987.84,109002.53
b_1,26.07,24.4,41.18,32.11,162.68,263.82,5961.09,10277.29,10101.36,16627.92,11683.95,23540.73,59774.71,67418.33,71392.94,101061.02
a_1,19.92,17.47,27.71,24.24,31.09,413.76,5123.16,6422.31,6800.68,10638.77,14159.1,21799.98,40515.93,26239.73,57525.67,103560.3
h_1,14.11,8.73,15.76,12.53,13.96,30.44,3776.82,2843.74,3230.64,5790.11,6847.17,9018.73,10792.58,24085.28,25009.2,50737.18
d_0,9.34,7.14,7.85,21.51,12.87,32.78,1949.88,4418.24,2104.33,3955.44,5155.31,9233.42,19799.23,22887.21,22024.66,32173.11
c_0,10.53,9.54,9.85,7.4,11.72,45.54,1669.08,3038.87,4829.77,3916.67,9684.08,8269.48,14914.98,26336.22,24790.7,35654.38
g_1,6.38,6.48,14.15,12.06,9.54,30.01,1140.56,2247.34,1799.19,8003.97,4650.1,11481.67,13472.51,18689.82,19071.54,21442.85
b_0,7.82,8.08,8.5,10.38,4.96,29.59,1038.76,2141.08,1953.37,3018.73,8063.35,6537.09,10375.63,29879.07,22591.62,25377.41
f_0,3.72,5.37,9.32,9.98,10.91,26.1,1187.15,1581.85,2266.03,2274.32,4878.83,11152.75,12894.23,13345.84,31090.82,20414.13
h_0,6.2,5.49,7.71,7.09,7.65,21.84,648.6,1315.8,1780.55,2536.79,3826.78,5032.12,5832.75,9008.05,11962.31,23154.0
a_0,4.52,3.7,7.41,7.49,6.87,13.33,890.48,1349.44,1598.07,2154.1,2840.31,5718.36,9896.87,24112.68,7942.03,20786.11
e_0,5.57,2.21,5.9,6.53,6.87,20.99,996.02,1264.94,1717.03,1989.55,3027.14,2994.68,9336.59,13757.57,25585.46,18164.78
g_0,3.58,3.89,8.23,5.44,6.4,16.58,788.92,1126.99,1302.31,1111.9,2749.4,6149.1,6595.77,10690.56,9845.91,12248.14
