,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
e_1,0.01,0.04,0.1,0.13,0.1,0.15,0.22,0.19,0.2,0.15,0.25,0.35,0.25,,0.34,0.32
f_1,0.09,0.01,0.06,0.07,0.08,0.12,0.13,0.17,0.21,0.2,,0.14,0.17,0.4,0.28,0.28
d_1,0.06,0.07,0.01,0.07,0.07,0.09,0.14,,0.13,0.17,0.15,0.2,0.17,0.38,0.29,0.15
c_1,0.05,0.09,0.07,0.01,0.09,0.1,0.12,0.08,0.13,,0.2,0.2,0.22,0.25,0.26,0.25
b_1,0.04,0.06,0.04,0.03,0.01,0.1,0.1,0.09,0.11,0.11,0.1,,0.13,0.19,0.14,0.13
a_1,0.01,0.02,0.02,0.02,0.01,,0.03,0.03,0.04,0.04,0.03,0.06,0.05,,,0.05
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
