,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.24,0.37,0.39,0.37,0.35,0.1,0.13,0.08,0.08,0.08,0.09,0.05,0.07,0.09,0.06
f_1,0.35,0.16,0.33,0.34,0.34,0.3,0.08,0.11,0.07,0.08,0.07,0.08,0.04,0.07,0.07,0.05
d_1,0.41,0.37,0.15,0.36,0.32,0.29,0.11,0.07,0.07,0.11,0.07,0.07,0.04,0.06,0.07,0.03
c_1,0.27,0.33,0.49,0.14,0.37,0.36,0.1,0.1,0.09,0.05,0.08,0.06,0.05,0.07,0.06,0.04
b_1,0.36,0.4,0.35,0.21,0.13,0.41,0.11,0.1,0.11,0.07,0.1,0.07,0.06,0.06,0.06,0.05
a_1,0.4,0.47,0.32,0.38,0.19,0.09,0.11,0.11,0.08,0.1,0.1,0.06,0.06,0.11,0.07,0.06
h_1,0.34,0.32,0.32,0.35,0.3,0.26,0.05,0.09,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.05
g_1,0.3,0.34,0.33,0.36,0.34,0.29,0.07,0.04,0.07,0.07,0.06,0.06,0.04,0.06,0.06,0.05
c_0,0.36,0.38,0.21,0.49,0.33,0.27,0.1,0.08,0.05,0.11,0.06,0.06,0.05,0.06,0.06,0.04
d_0,0.22,0.29,0.47,0.37,0.36,0.28,0.1,0.11,0.07,0.05,0.08,0.07,0.06,0.06,0.06,0.05
b_0,0.32,0.34,0.27,0.5,0.41,0.28,0.09,0.09,0.04,0.07,0.05,0.06,0.04,0.06,0.06,0.04
f_0,0.29,0.45,0.35,0.32,0.31,0.27,0.09,0.06,0.07,0.07,0.06,0.04,0.05,0.06,0.06,0.03
h_0,0.33,0.33,0.3,0.33,0.29,0.3,0.12,0.09,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05
a_0,0.29,0.33,0.3,0.36,0.4,0.33,0.09,0.09,0.05,0.07,0.04,0.07,0.05,0.03,0.07,0.04
e_0,0.32,0.41,0.31,0.29,0.29,0.29,0.1,0.08,0.07,0.06,0.07,0.04,0.04,0.06,0.03,0.05
g_0,0.33,0.35,0.32,0.31,0.31,0.24,0.08,0.1,0.07,0.07,0.07,0.07,0.04,0.06,0.07,0.06
