,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,20.08,39.56,36.78,36.19,26.58,8.02,12.48,6.07,6.57,6.13,6.31,5.19,5.74,,4.98
f_1,29.06,0.44,31.96,40.66,32.31,37.74,6.01,9.27,8.24,7.01,6.36,,2.66,11.66,6.51,5.3
d_1,48.71,36.32,0.43,28.01,26.2,38.84,9.87,5.98,,6.66,5.28,5.71,6.83,8.24,5.81,3.4
c_1,34.72,37.09,41.37,0.43,36.77,24.42,8.85,9.0,3.65,,11.66,6.0,5.25,5.66,6.32,5.91
b_1,37.18,39.09,28.26,17.31,0.4,40.24,9.15,9.75,14.47,11.04,,7.93,6.08,7.63,6.88,5.26
a_1,49.9,45.66,43.65,49.84,21.16,0.33,15.17,12.63,10.1,9.15,13.53,7.89,4.84,,,8.32
h_1,18.32,17.08,17.81,17.56,25.25,14.46,0.35,6.51,2.94,3.67,4.14,5.68,,4.65,2.86,2.44
g_1,24.06,22.21,23.88,24.57,13.68,21.15,3.52,0.34,4.09,4.51,4.04,3.77,2.09,4.0,5.57,
d_0,7.62,11.46,,16.7,13.72,11.78,4.41,4.7,0.52,3.37,3.05,3.99,2.29,3.9,3.52,2.22
c_0,24.18,14.64,8.72,,14.74,28.54,4.52,4.47,3.04,0.46,3.1,3.01,2.79,2.87,2.99,2.53
b_0,13.35,14.93,15.12,20.27,,25.29,5.68,6.76,2.94,3.0,0.45,3.52,2.41,2.54,2.39,2.23
f_0,17.28,,19.49,14.69,21.77,18.7,7.0,2.13,3.49,2.78,3.73,0.48,1.8,,,1.46
h_0,13.35,13.15,10.29,13.52,16.21,10.28,,4.33,2.06,2.22,2.39,2.57,,2.44,2.31,1.35
a_0,31.31,18.76,26.9,26.53,26.42,,4.14,4.77,5.06,3.39,2.35,,2.17,0.38,,3.16
e_0,,38.87,20.44,20.15,29.27,,6.46,7.82,4.3,3.7,5.32,,2.98,,0.36,
g_0,15.59,25.23,14.84,13.12,19.5,20.71,3.71,,2.57,2.5,2.51,2.64,1.45,2.54,,
