,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,1.16,1.27,1.67,3.48,16.37,33.48,30.33,33.32,40.96,52.3,66.27,80.22,92.9,138.4
e_1,0.76,1.0,1.26,1.54,1.74,3.92,20.3,35.76,45.67,35.18,33.8,65.82,73.32,98.52,115.02,143.98
d_1,0.88,0.79,1.0,0.99,1.27,2.72,15.17,19.47,26.48,35.64,31.43,41.84,57.33,77.61,94.22,94.69
c_1,0.78,0.65,1.02,1.0,1.6,2.67,15.05,25.4,17.67,21.82,23.37,36.14,56.79,71.25,81.04,90.81
b_1,0.59,0.58,0.81,0.63,1.0,3.67,11.58,17.45,19.54,23.14,24.08,36.18,47.96,46.76,61.54,85.62
a_1,0.29,0.25,0.36,0.37,0.27,1.0,5.76,9.55,8.4,9.11,10.94,15.64,19.32,24.47,28.8,38.85
h_1,0.06,0.05,0.07,0.07,0.09,0.18,1.0,1.84,1.57,1.9,1.97,2.89,3.45,4.05,5.86,8.47
g_1,0.03,0.03,0.05,0.04,0.05,0.11,0.53,1.0,0.85,0.98,1.19,2.05,1.84,3.06,3.54,3.94
d_0,0.03,0.02,0.04,0.06,0.05,0.13,0.64,1.1,1.0,0.93,1.07,1.8,2.39,2.67,3.62,4.46
c_0,0.03,0.03,0.03,0.04,0.04,0.1,0.54,1.0,1.05,1.0,1.46,1.69,2.29,3.21,2.72,4.48
b_0,0.02,0.03,0.03,0.04,0.05,0.09,0.51,0.83,1.0,0.71,1.0,1.43,1.85,3.58,2.77,3.39
f_0,0.02,0.01,0.02,0.03,0.03,0.07,0.34,0.49,0.54,0.61,0.65,1.0,1.24,1.88,2.87,2.12
h_0,0.01,0.01,0.02,0.02,0.02,0.05,0.29,0.54,0.41,0.43,0.56,0.81,1.0,1.13,1.39,2.18
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.26,0.35,0.38,0.32,0.3,0.54,0.87,1.0,1.25,1.52
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.18,0.29,0.26,0.35,0.36,0.36,0.7,0.75,1.0,1.18
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.12,0.26,0.22,0.23,0.31,0.47,0.47,0.63,0.86,1.0
