,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.79,2.78,3.26,3.16,2.74,0.95,1.04,0.67,0.62,0.57,0.78,0.43,0.55,0.87,0.41
f_1,2.82,1.1,2.77,3.22,3.03,2.64,0.64,0.86,0.64,0.5,0.55,0.79,0.31,0.53,0.47,0.47
d_1,4.03,4.01,1.09,3.39,3.01,2.97,0.89,0.58,1.28,0.63,0.65,0.54,0.48,0.63,0.68,0.31
c_1,2.86,3.35,4.79,1.11,2.82,3.34,1.02,0.98,0.43,0.97,0.72,0.83,0.5,0.83,0.75,0.53
b_1,3.67,3.84,4.82,2.08,1.12,3.63,1.17,1.42,0.69,1.03,1.34,0.92,0.53,0.89,0.69,0.65
a_1,5.84,7.79,6.39,6.44,3.01,1.13,1.66,1.92,1.48,1.5,1.51,1.23,1.16,2.09,1.13,0.94
h_1,10.9,12.34,10.32,11.12,11.48,9.87,1.6,3.43,2.17,2.07,2.2,2.27,2.1,2.42,1.91,1.56
g_1,15.32,17.19,13.0,14.22,12.33,14.56,2.93,1.62,3.18,2.71,2.69,2.69,1.61,2.64,2.93,2.29
d_0,8.75,14.23,22.73,15.42,15.41,13.38,5.31,5.01,2.05,3.16,3.32,3.33,1.96,4.16,2.97,2.37
c_0,16.37,16.96,8.25,28.32,16.78,14.45,4.57,4.05,5.0,2.03,3.32,3.18,2.24,3.09,2.97,2.3
b_0,16.17,17.86,13.32,20.91,22.68,16.72,4.78,4.51,3.72,1.92,2.08,3.18,2.62,3.76,2.7,2.6
f_0,19.08,24.43,14.98,16.57,17.39,13.18,4.65,3.07,3.87,3.74,4.72,2.03,2.53,3.99,3.37,1.67
h_0,21.93,21.72,20.97,23.42,24.23,17.88,8.78,6.26,4.82,4.16,4.43,3.96,4.49,3.99,3.58,3.28
a_0,24.61,27.51,19.82,24.53,28.07,39.26,7.17,7.04,5.24,4.0,2.52,4.38,4.19,2.09,4.16,3.07
e_0,35.32,52.31,24.44,20.77,24.87,25.08,6.83,6.32,5.41,4.68,5.85,2.77,3.88,4.11,2.39,3.34
g_0,29.12,26.34,28.27,31.15,29.53,22.58,6.52,9.94,6.33,6.02,5.85,4.72,2.83,5.18,5.45,4.8
