,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.89,0.23,0.14,0.2,0.14,0.09,0.2,0.32,0.16,0.11,0.18,0.14,0.18,0.11,0.13,0.05
f_1,0.38,0.89,0.18,0.15,0.14,0.1,0.16,0.16,0.15,0.09,0.15,0.05,0.13,0.09,0.09,0.05
d_1,0.2,0.21,0.9,0.13,0.12,0.1,0.18,0.07,0.34,0.15,0.17,0.17,0.17,0.09,0.15,0.1
c_1,0.2,0.21,0.18,0.88,0.25,0.08,0.17,0.18,0.05,0.1,0.1,0.14,0.12,0.11,0.13,0.1
b_1,0.19,0.24,0.18,0.15,0.88,0.2,0.16,0.18,0.18,0.11,0.06,0.1,0.15,0.06,0.12,0.09
a_1,0.19,0.23,0.19,0.19,0.14,0.87,0.18,0.18,0.14,0.13,0.13,0.12,0.16,0.04,0.14,0.11
h_1,0.23,0.35,0.21,0.2,0.17,0.13,0.55,0.22,0.18,0.2,0.18,0.16,0.12,0.09,0.22,0.11
d_0,0.27,0.23,0.13,0.39,0.19,0.11,0.2,0.4,0.16,0.13,0.18,0.17,0.2,0.1,0.15,0.1
c_0,0.27,0.27,0.24,0.13,0.14,0.14,0.25,0.23,0.42,0.14,0.38,0.21,0.22,0.15,0.17,0.1
g_1,0.25,0.18,0.35,0.22,0.13,0.09,0.19,0.2,0.22,0.56,0.19,0.29,0.17,0.11,0.06,0.12
b_0,0.25,0.27,0.29,0.21,0.11,0.1,0.22,0.19,0.19,0.16,0.44,0.18,0.22,0.25,0.19,0.12
f_0,0.17,0.13,0.27,0.25,0.24,0.14,0.2,0.22,0.22,0.18,0.2,0.41,0.22,0.12,0.17,0.29
h_0,0.23,0.36,0.24,0.23,0.15,0.14,0.1,0.22,0.19,0.2,0.22,0.12,0.1,0.1,0.21,0.11
a_0,0.26,0.25,0.28,0.22,0.21,0.06,0.24,0.25,0.2,0.15,0.2,0.17,0.21,0.38,0.14,0.1
g_0,0.16,0.2,0.38,0.23,0.21,0.12,0.2,0.18,0.21,0.08,0.2,0.29,0.2,0.13,0.11,0.16
e_0,0.11,0.32,0.21,0.25,0.2,0.16,0.22,0.23,0.18,0.13,0.15,0.19,0.22,0.1,0.15,0.38
