,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.81,1.04,1.06,0.94,0.91,1.05,1.49,1.02,1.01,0.88,0.99,1.06,0.93,1.17,0.85
f_1,1.24,1.0,0.88,0.91,0.97,1.09,0.87,0.92,1.04,0.99,1.0,0.98,0.81,1.21,1.26,1.06
d_1,0.96,1.14,1.0,1.14,0.84,0.87,1.07,1.1,1.33,0.74,1.12,1.05,0.97,1.03,0.72,0.87
c_1,0.94,1.1,0.88,1.0,1.45,0.96,1.03,0.76,0.55,1.01,0.8,1.0,1.11,0.83,1.05,1.02
b_1,1.06,1.03,1.2,0.69,1.0,1.34,1.02,0.95,1.07,1.04,0.74,0.91,1.13,0.97,0.98,0.95
a_1,1.1,0.92,1.15,1.05,0.75,1.0,1.08,0.91,0.94,1.21,1.42,1.07,1.0,1.0,1.08,0.89
h_1,0.93,1.18,0.95,1.02,0.98,0.93,1.0,1.07,0.9,1.23,1.07,0.85,0.96,0.95,1.15,1.04
d_0,0.64,1.1,0.94,1.35,1.1,1.09,0.94,1.0,0.87,1.1,1.08,0.99,1.16,0.82,0.86,1.25
c_0,0.96,0.95,0.74,1.73,0.9,1.04,1.13,1.15,1.0,1.19,1.41,1.07,0.88,1.21,1.01,1.02
g_1,0.96,0.96,1.33,0.99,0.96,0.83,0.82,0.92,0.86,1.0,0.92,1.29,0.78,0.79,0.89,1.03
b_0,1.05,1.02,0.88,1.34,1.29,0.76,0.89,0.9,0.7,1.03,1.0,1.03,1.31,1.41,0.95,1.1
f_0,0.95,1.09,0.98,0.97,1.12,0.94,1.24,0.95,0.93,0.72,0.97,1.0,1.07,1.06,0.84,1.43
h_0,0.92,1.26,1.07,0.91,0.93,0.96,1.07,0.9,1.05,1.29,0.76,0.91,1.0,0.91,1.22,0.87
a_0,1.08,0.88,0.98,1.2,1.02,0.9,1.07,1.1,0.91,1.18,0.77,1.02,1.04,1.0,1.05,0.95
g_0,0.88,0.82,1.38,1.01,0.99,0.9,0.86,1.13,0.99,1.06,1.05,1.21,0.83,0.87,1.0,0.92
e_0,1.1,1.02,1.1,0.91,1.04,1.13,0.98,0.73,0.96,0.94,1.02,0.69,1.27,0.97,1.18,1.0
