,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,73.24,74.91,85.03,61.98,76.19,15.78,15.0,28.73,20.0,14.32,,8.12,14.64,29.58,11.4
e_1,46.95,1.15,89.08,82.79,79.69,104.26,25.82,16.92,24.31,22.14,19.76,17.25,10.82,18.64,,14.25
c_1,104.05,115.77,1.15,85.03,103.3,86.13,24.34,11.58,22.57,,19.76,20.12,14.55,18.64,12.68,11.03
d_1,116.67,112.16,99.88,1.15,96.17,90.05,21.85,,20.39,15.12,18.48,18.58,12.79,31.54,16.9,10.06
b_1,85.56,138.04,68.67,108.48,1.16,104.26,37.04,24.44,31.6,23.85,,18.58,16.23,22.78,16.14,15.55
a_1,148.08,224.31,149.82,157.3,84.52,1.15,50.12,36.67,,38.75,35.81,30.19,17.58,,,
h_1,89.53,97.0,99.88,104.87,75.38,86.13,2.0,22.76,23.41,18.79,15.92,16.66,,25.62,19.72,9.77
d_0,104.05,47.22,96.94,,107.27,90.05,24.34,3.04,30.1,14.09,19.1,23.0,14.07,15.77,19.72,14.87
g_1,137.5,108.76,149.82,131.08,121.26,,28.4,28.7,2.0,34.44,38.2,26.83,12.79,24.12,27.31,
c_0,93.9,78.02,,62.92,174.31,86.13,25.06,19.41,26.33,2.95,20.46,34.5,16.23,14.64,16.9,13.68
b_0,120.31,170.9,96.94,104.87,,132.07,21.85,21.29,26.33,10.69,3.08,24.15,11.72,,22.19,16.29
f_0,,115.77,103.0,157.3,121.26,110.06,40.57,24.44,15.8,36.47,28.65,3.08,21.1,37.27,20.88,11.79
h_0,104.05,119.63,91.56,78.65,84.52,123.81,,13.2,33.26,18.24,17.91,16.66,,15.19,16.9,19.0
a_0,175.0,179.45,219.73,149.81,253.55,,42.6,34.74,37.18,31.0,,21.95,19.18,2.83,,31.09
e_0,226.47,,193.88,286.0,253.55,,40.57,33.0,57.45,34.44,33.71,11.5,26.37,,3.03,
g_0,113.24,115.77,106.32,101.48,99.61,,34.08,26.4,,23.85,21.22,43.91,11.72,22.78,,
