,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.75,0.64,0.92,0.66,0.48,0.86,0.75,1.41,0.89,0.9,0.81,0.99,0.96,0.53,0.85
f_1,1.1,1.51,0.76,0.68,0.63,0.57,0.74,0.84,0.79,0.73,0.82,0.43,0.84,0.64,0.54,0.83
d_1,0.79,0.82,1.55,0.64,0.66,0.66,0.77,0.82,0.63,1.46,0.97,0.82,0.97,0.66,0.84,0.78
c_1,0.66,0.8,0.76,1.57,1.2,0.56,0.79,0.8,0.76,0.49,0.61,0.84,0.96,0.7,0.77,0.78
b_1,0.8,0.82,0.84,0.63,1.61,1.04,0.79,0.78,0.85,0.96,0.68,0.86,0.99,0.61,0.63,0.82
a_1,0.9,0.9,0.87,0.76,0.56,1.8,1.1,0.91,1.04,1.09,1.06,1.13,1.17,0.65,0.98,0.91
h_1,0.96,1.36,1.1,0.91,0.87,0.68,1.78,1.28,1.0,1.09,1.09,1.08,0.87,0.81,0.86,1.35
g_1,0.9,0.91,1.43,0.99,0.92,0.7,1.01,1.82,1.13,1.28,1.36,1.55,1.18,1.03,1.02,1.11
d_0,0.83,1.14,0.67,1.69,0.98,0.65,1.36,1.12,1.65,0.75,1.0,1.22,1.27,1.13,0.97,1.32
c_0,1.07,1.24,0.87,1.02,0.68,0.68,1.26,1.18,1.49,1.63,1.86,1.26,1.36,1.38,1.06,1.38
b_0,1.09,1.15,1.0,1.24,0.64,0.7,1.28,1.12,1.35,0.99,1.68,1.07,1.42,1.89,1.03,1.39
f_0,0.91,1.03,1.11,1.12,1.04,0.72,1.04,1.03,1.29,1.17,1.29,1.77,1.53,1.13,2.04,1.12
h_0,1.0,1.33,1.14,1.08,0.98,0.77,1.12,1.24,1.24,1.23,1.1,1.18,1.11,1.12,1.07,1.73
a_0,0.93,1.31,1.12,1.22,1.09,0.54,1.4,1.1,1.16,1.1,1.13,1.07,1.45,1.78,1.12,1.16
e_0,0.88,1.19,1.24,1.16,1.14,0.76,1.25,1.26,1.47,1.37,1.31,1.09,1.5,0.99,1.82,1.38
g_0,0.95,0.94,1.64,1.11,1.03,0.85,1.25,1.05,1.06,1.24,0.97,1.76,1.21,1.11,1.2,1.17
