,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.01,0.1,0.11,0.08,0.11,0.14,0.15,0.23,0.18,0.23,0.21,,0.23,0.28,0.46,0.39
e_1,0.05,0.01,0.09,0.08,0.12,0.12,0.21,0.23,0.27,0.22,0.21,0.34,0.28,0.3,,0.33
d_1,0.07,0.06,0.01,0.1,0.11,0.16,0.13,0.11,,0.2,0.16,0.19,0.18,0.24,0.33,0.2
c_1,0.05,0.07,0.06,0.01,0.09,0.09,0.14,0.14,0.08,,0.16,0.16,0.17,0.24,0.27,0.23
b_1,0.04,0.03,0.03,0.02,,,0.07,0.09,0.08,0.13,,0.12,0.13,0.15,0.16,0.13
a_1,0.01,0.02,0.01,0.02,,,0.03,0.03,0.02,0.03,0.04,0.03,0.04,,,
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
