,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.14,9.46,8.32,11.11,11.39,9.95,2.06,2.73,3.77,2.07,2.01,10.13,1.18,2.03,1.61,2.93
e_1,6.63,1.14,11.32,11.55,11.61,11.6,3.05,2.8,2.97,2.25,2.07,2.95,1.6,2.03,1.94,8.0
d_1,10.76,13.46,1.14,12.02,13.71,11.33,2.95,11.6,1.84,2.57,1.94,2.08,1.29,2.62,1.14,2.47
c_1,11.64,11.9,18.65,1.14,10.48,13.15,3.03,1.22,4.81,7.65,2.59,2.29,2.18,2.4,1.38,1.85
b_1,15.11,14.98,14.32,7.06,1.15,18.99,4.69,2.9,3.68,3.28,11.56,2.98,1.91,2.74,2.28,2.19
a_1,28.25,20.2,22.94,23.96,9.64,1.15,11.88,4.29,12.63,3.52,5.56,4.4,3.66,16.82,2.8,4.37
h_1,29.61,30.99,27.16,30.51,29.21,18.61,1.91,4.69,8.59,6.67,5.61,5.16,9.02,5.21,3.99,5.66
d_0,38.15,16.27,169.75,43.12,29.81,30.32,11.39,2.64,12.38,8.86,8.03,6.8,5.41,6.98,5.84,6.98
g_1,35.25,34.9,34.64,34.4,38.05,29.84,7.19,9.05,1.93,6.67,7.61,6.24,4.46,7.71,18.83,6.56
c_0,36.64,38.24,16.72,147.0,41.31,39.17,11.88,8.37,9.76,2.67,7.22,6.63,6.34,6.49,5.95,8.63
b_0,46.26,29.96,30.59,51.33,120.5,30.82,13.02,7.96,11.3,4.11,2.75,6.32,5.72,7.87,5.38,5.13
f_0,142.35,33.92,40.9,32.67,43.16,47.0,15.19,7.51,6.25,7.21,7.41,2.57,5.64,7.55,4.4,6.56
h_0,48.7,52.1,54.76,64.68,74.15,40.87,39.05,13.49,14.31,9.84,10.51,9.94,23.88,10.28,8.07,7.81
a_0,55.24,76.49,40.9,53.02,85.06,144.62,21.58,16.95,18.4,11.27,5.84,10.74,8.46,2.96,12.11,15.62
g_0,68.54,56.17,67.9,73.5,64.27,75.2,15.19,13.22,,12.65,14.45,14.51,7.81,11.21,26.08,9.65
e_0,88.12,123.97,59.56,70.3,72.3,64.83,17.08,10.84,18.4,12.92,10.91,5.02,9.44,14.23,9.16,2.9
