,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,0.44,1.07,1.08,1.17,1.08,1.01,0.23,0.23,0.32,0.23,0.39,0.23,0.13,0.27,0.19,0.23
e_1,0.69,0.44,1.47,1.1,1.22,1.2,0.34,0.27,0.36,0.22,0.31,0.24,0.19,0.34,0.28,0.18
c_1,1.29,0.98,0.41,1.62,1.2,0.95,0.3,0.16,0.36,0.36,0.25,0.24,0.18,0.23,0.23,0.18
d_1,1.33,1.42,1.25,0.4,1.26,1.06,0.36,0.44,0.21,0.25,0.23,0.26,0.19,0.21,0.22,0.11
b_1,1.56,1.46,0.73,1.57,0.37,1.31,0.43,0.29,0.47,0.38,0.27,0.47,0.22,0.27,0.32,0.19
a_1,1.93,1.64,1.47,1.63,0.77,0.33,0.55,0.37,0.54,0.42,0.3,0.42,0.24,0.32,0.58,0.23
h_1,2.41,2.09,2.32,2.05,2.25,2.13,0.3,0.43,0.6,0.41,0.43,0.47,0.38,0.39,0.46,0.31
d_0,2.32,1.48,2.88,3.63,2.13,2.01,0.79,0.34,0.86,0.55,0.54,0.63,0.37,0.48,0.51,0.5
g_1,2.68,2.34,2.45,2.11,2.52,2.61,0.51,0.57,0.28,0.4,0.5,0.44,0.28,0.45,0.5,0.4
c_0,2.78,2.45,4.51,1.33,3.06,2.77,0.78,0.65,0.74,0.32,0.47,0.62,0.4,0.5,0.53,0.33
f_0,4.14,2.47,2.69,2.2,2.54,2.46,0.79,0.52,0.46,0.46,0.3,0.53,0.38,0.45,0.53,0.22
b_0,2.79,2.61,4.28,1.94,4.01,2.46,0.74,0.56,0.64,0.27,0.5,0.3,0.35,0.44,0.48,0.33
h_0,3.01,2.78,2.86,2.79,2.66,2.58,1.17,0.62,0.75,0.58,0.55,0.58,0.51,0.46,0.49,0.37
e_0,4.83,3.79,3.39,2.78,3.31,3.09,1.04,0.72,0.76,0.54,0.32,0.59,0.44,0.27,0.57,0.37
a_0,3.72,3.15,3.64,3.17,3.6,3.33,1.07,0.73,0.82,0.5,0.7,0.37,0.46,0.54,0.27,0.45
g_0,3.86,3.8,3.28,3.13,2.87,3.31,0.72,0.63,1.13,0.67,0.59,0.63,0.37,0.49,0.57,0.53
