,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.2,0.98,0.82,0.64,0.46,0.58,0.47,0.37,0.4,0.44,0.34,0.33,0.34,0.32
f_1,1.28,1.0,1.01,0.9,0.84,0.69,0.39,0.45,0.44,0.37,0.4,0.35,0.29,0.27,0.24,0.31
c_1,0.86,0.97,1.0,1.12,1.28,0.72,0.49,0.33,0.41,0.36,0.32,0.38,0.36,0.31,0.29,0.32
d_1,1.03,1.13,0.9,1.0,0.92,0.78,0.48,0.49,0.41,0.52,0.42,0.39,0.37,0.32,0.32,0.24
b_1,1.17,1.21,0.79,1.06,1.0,1.24,0.52,0.45,0.51,0.49,0.46,0.4,0.43,0.36,0.37,0.31
a_1,1.5,1.44,1.4,1.27,0.82,1.0,0.66,0.57,0.61,0.56,0.62,0.49,0.55,0.44,0.39,0.44
h_1,2.14,2.57,2.06,2.01,1.85,1.53,1.0,0.87,1.09,0.83,0.81,0.79,0.73,0.65,0.56,0.77
d_0,1.76,2.19,2.93,2.11,2.31,1.87,1.2,1.0,0.98,0.76,0.86,0.84,0.82,0.68,0.78,0.77
g_1,2.14,2.31,2.31,2.48,1.95,1.62,0.93,1.03,1.0,0.87,0.95,1.09,0.72,0.7,0.77,0.7
c_0,2.71,2.71,2.89,1.86,1.99,1.72,1.22,1.28,1.08,1.0,1.36,0.98,1.0,0.81,0.91,0.76
b_0,2.49,2.59,3.21,2.34,2.09,1.55,1.2,1.14,1.06,0.75,1.0,0.9,0.93,1.1,0.85,0.75
f_0,2.07,2.82,2.71,2.43,2.55,2.03,1.3,1.19,0.91,1.07,1.16,1.0,0.97,0.74,1.2,0.72
h_0,2.99,3.43,2.66,2.78,2.38,1.77,1.36,1.19,1.39,1.05,1.13,1.04,1.0,0.83,0.81,0.94
a_0,2.99,3.36,3.47,3.12,2.93,2.18,1.51,1.4,1.33,1.29,0.94,1.21,1.17,1.0,0.96,0.85
e_0,3.13,4.08,3.36,3.12,2.69,2.52,1.85,1.2,1.28,1.15,1.06,0.85,1.24,0.95,1.0,0.95
g_0,3.22,3.28,3.15,3.95,3.29,2.22,1.32,1.3,1.4,1.34,1.33,1.45,1.04,1.08,1.02,1.0
