,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,101.15,76.36,87.17,141.38,171.92,416.02,13601.08,36460.88,23364.35,26819.66,39136.87,43245.94,127111.1,158496.97,227440.38,167002.29
f_1,89.94,115.8,79.13,111.01,147.5,340.68,12218.05,25051.06,22725.87,26141.2,36057.89,30277.25,111396.18,152636.96,192614.54,135737.76
d_1,61.07,81.33,126.57,95.28,144.76,357.48,12887.94,19262.72,23742.21,39729.87,37036.15,36688.5,115675.9,184616.33,181306.82,173515.56
c_1,49.31,67.76,73.28,156.29,230.78,383.53,11719.82,18576.18,19686.25,18228.81,25375.29,33284.94,100303.13,144876.33,172770.02,143629.71
b_1,48.65,60.66,67.6,77.64,214.3,515.88,10716.27,17069.35,16815.16,22628.73,22930.77,30220.26,89851.02,105266.23,148585.17,150541.92
a_1,39.14,51.0,47.95,64.3,81.98,453.08,7466.64,15072.24,13667.56,14569.32,19472.22,22805.31,77183.92,84323.99,114970.4,100003.2
h_1,15.17,21.2,21.18,23.41,34.47,94.77,4049.41,5476.08,6373.12,6099.36,8096.05,9161.11,25323.77,37396.51,58346.61,39975.05
d_0,10.78,15.25,14.11,33.8,38.52,67.82,2600.04,5706.56,4405.29,3838.88,6662.63,7608.88,22849.34,34820.47,40764.03,34158.6
g_1,11.69,14.3,21.25,21.39,28.51,73.66,2291.16,3945.03,6576.42,5649.45,6677.17,9569.44,20274.34,33927.3,32846.77,35300.91
c_0,12.21,16.54,15.12,20.62,25.02,80.8,2819.17,5001.03,4677.38,6451.54,10299.46,8206.95,25698.23,38573.34,42377.2,38278.72
b_0,10.92,14.34,15.42,21.34,23.74,61.53,2496.74,4404.92,4347.58,4134.1,7878.87,7191.89,22013.85,45768.3,38639.16,30943.64
f_0,9.48,13.16,15.31,20.25,29.07,68.5,2336.62,4170.06,3879.59,4291.93,6341.9,8513.78,20072.53,27690.14,33447.08,46713.09
h_0,8.17,11.42,11.14,14.25,18.81,44.15,1417.23,2809.28,3364.39,3151.56,4327.42,5149.67,13017.85,19792.3,29755.48,21929.76
a_0,6.75,9.12,8.99,12.67,18.25,29.89,1498.37,2431.02,2694.77,2680.64,3395.26,4410.08,14895.41,24437.71,22049.46,18046.49
g_0,6.04,7.42,11.6,12.35,17.64,40.34,1234.21,2299.17,2417.71,2656.95,3338.16,5160.4,11622.32,18093.42,21031.6,23171.43
e_0,6.01,8.88,9.14,13.56,17.15,43.48,1429.04,2312.24,2505.56,2487.82,3607.09,3304.09,12522.02,18093.39,18918.52,25929.04
