,d_1,e_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,e_0,g_0
d_1,0.01,0.03,0.03,0.03,0.04,0.05,0.07,0.12,0.06,0.08,0.08,0.08,0.07,0.13,0.1,0.07
e_1,0.02,0.01,0.02,0.03,0.04,0.05,0.08,0.07,0.09,0.07,0.09,0.09,0.09,0.1,0.37,0.11
f_1,0.02,0.03,0.01,0.03,0.03,0.06,0.04,0.06,0.09,0.05,0.12,0.06,0.05,0.09,0.08,0.08
c_1,0.03,0.02,0.02,0.01,0.03,0.04,0.05,0.03,0.07,0.13,0.05,0.06,0.08,0.09,0.09,0.1
b_1,0.01,0.01,0.02,0.01,,0.02,0.03,0.02,0.03,0.04,0.03,0.07,0.04,0.06,0.05,0.05
a_1,,0.01,0.01,0.01,,,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.05,0.03,0.02
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
