,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.18,0.43,0.76,0.93,0.85,0.93,0.23,0.25,0.19,0.15,0.2,0.15,0.12,0.16,0.3,0.13
f_1,0.72,0.17,0.81,0.71,0.72,0.69,0.19,0.25,0.16,0.17,0.33,0.18,0.08,0.16,0.14,0.14
d_1,0.87,0.8,0.16,0.79,0.91,0.76,0.2,0.13,0.34,0.15,0.13,0.14,0.11,0.13,0.16,0.06
c_1,0.67,0.81,1.04,0.14,0.74,0.63,0.22,0.29,0.08,0.36,0.14,0.16,0.1,0.15,0.16,0.09
b_1,0.76,0.84,0.79,0.43,0.13,0.79,0.25,0.28,0.15,0.2,0.19,0.39,0.14,0.19,0.15,0.13
a_1,0.8,1.06,0.7,0.99,0.4,0.09,0.26,0.24,0.18,0.16,0.19,0.18,0.12,0.33,0.14,0.16
h_1,0.57,0.65,0.68,0.67,0.53,0.54,0.07,0.19,0.12,0.13,0.12,0.15,0.18,0.11,0.1,0.09
g_1,0.59,0.75,0.54,0.76,0.57,0.86,0.12,0.05,0.14,0.13,0.12,0.13,0.07,0.14,0.14,0.15
d_0,0.33,0.66,1.07,0.62,0.66,0.66,0.21,0.23,0.07,0.13,0.13,0.14,0.09,0.13,0.13,0.12
c_0,0.66,0.77,0.3,1.51,0.6,0.62,0.19,0.17,0.16,0.06,0.13,0.17,0.12,0.15,0.12,0.09
f_0,0.58,1.34,0.56,0.67,0.63,0.61,0.16,0.1,0.12,0.1,0.06,0.12,0.1,0.12,0.11,0.08
b_0,0.58,0.73,0.51,0.78,1.12,0.58,0.19,0.16,0.13,0.06,0.1,0.05,0.09,0.12,0.12,0.08
h_0,0.52,0.67,0.55,0.54,0.68,0.6,0.31,0.17,0.13,0.12,0.12,0.1,0.14,0.1,0.11,0.09
a_0,0.52,0.92,0.67,0.57,0.7,1.16,0.19,0.14,0.12,0.11,0.11,0.07,0.09,0.04,0.1,0.08
e_0,0.89,0.8,0.55,0.56,0.67,0.72,0.15,0.12,0.14,0.13,0.06,0.11,0.09,0.11,0.04,0.08
g_0,0.82,0.65,0.62,0.62,0.57,0.52,0.13,0.3,0.12,0.1,0.1,0.11,0.07,0.12,0.1,0.15
