,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.58,0.96,1.13,0.92,0.83,0.26,0.3,0.19,0.18,0.2,0.21,0.13,0.17,0.24,0.13
f_1,0.8,0.42,0.89,0.99,0.91,0.85,0.2,0.28,0.2,0.18,0.19,0.23,0.1,0.18,0.17,0.13
d_1,1.16,1.08,0.4,0.9,0.85,0.85,0.25,0.18,0.27,0.18,0.17,0.18,0.15,0.18,0.17,0.09
c_1,0.76,1.02,1.09,0.41,0.99,0.83,0.28,0.26,0.12,0.24,0.19,0.18,0.14,0.17,0.18,0.14
b_1,1.09,1.17,1.04,0.58,0.38,0.99,0.28,0.32,0.23,0.28,0.33,0.22,0.17,0.2,0.23,0.16
a_1,1.33,1.44,1.32,1.1,0.65,0.32,0.35,0.36,0.29,0.28,0.43,0.3,0.2,0.38,0.23,0.16
h_1,1.74,1.92,1.76,1.79,1.84,1.44,0.28,0.64,0.38,0.36,0.36,0.38,0.32,0.35,0.3,0.23
g_1,1.81,2.05,1.75,2.13,2.05,1.54,0.39,0.27,0.4,0.37,0.36,0.37,0.22,0.36,0.34,0.28
d_0,1.24,1.63,2.96,2.08,2.03,1.84,0.59,0.69,0.31,0.42,0.45,0.47,0.32,0.42,0.43,0.29
c_0,2.44,1.97,1.28,2.88,2.15,2.04,0.55,0.56,0.66,0.3,0.42,0.44,0.31,0.44,0.42,0.25
b_0,2.16,1.99,1.77,3.07,2.6,1.88,0.55,0.52,0.43,0.28,0.28,0.41,0.29,0.43,0.38,0.27
f_0,2.04,2.73,2.26,2.33,1.94,1.57,0.58,0.39,0.47,0.4,0.39,0.29,0.28,0.48,0.43,0.21
h_0,2.14,2.33,2.15,2.74,2.24,2.04,0.81,0.63,0.54,0.46,0.46,0.43,0.42,0.49,0.48,0.29
a_0,2.35,2.29,2.3,2.6,2.68,3.06,0.73,0.64,0.49,0.44,0.3,0.49,0.31,0.27,0.47,0.32
e_0,2.84,4.03,2.38,2.86,2.77,2.1,0.64,0.52,0.52,0.47,0.49,0.28,0.4,0.52,0.26,0.28
g_0,2.63,2.6,2.78,2.88,2.99,2.53,0.64,0.77,0.58,0.53,0.52,0.53,0.32,0.59,0.52,0.57
