,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.14,8.99,10.97,9.75,9.77,10.29,2.18,3.69,1.78,1.89,1.95,7.38,0.94,1.68,2.01,1.71
e_1,5.73,1.14,10.65,12.17,11.22,13.43,3.14,3.9,2.35,2.28,1.99,2.64,1.63,2.54,10.27,1.84
d_1,11.31,15.67,1.14,12.03,12.93,13.33,3.98,2.1,2.19,14.45,2.27,2.45,1.57,2.1,1.78,1.01
c_1,12.07,11.29,15.0,1.14,10.38,15.14,3.86,4.32,10.13,1.36,3.26,3.4,2.02,1.95,3.26,1.62
b_1,18.51,13.89,15.42,7.4,1.14,11.91,4.21,3.9,3.67,2.84,12.67,3.53,1.94,3.54,4.71,2.27
a_1,23.78,25.8,18.07,22.9,12.14,1.15,7.2,5.91,5.19,5.58,6.33,2.87,2.93,21.44,4.24,3.68
h_1,25.48,27.48,25.95,33.25,38.26,23.96,1.88,11.51,5.36,5.39,4.91,5.52,19.95,6.33,5.06,3.95
g_1,40.45,53.41,28.94,35.54,32.48,27.84,6.66,1.89,6.38,9.09,5.64,6.08,4.71,8.98,4.58,11.03
c_0,39.64,37.54,17.12,154.6,36.75,31.03,10.56,7.63,2.7,9.78,6.95,8.42,5.82,7.15,8.07,6.4
d_0,41.31,17.32,116.79,40.16,40.48,29.58,11.15,17.26,6.86,2.73,8.14,6.58,6.98,7.42,5.14,5.61
b_0,49.05,38.3,32.38,46.15,116.38,27.84,9.21,8.86,4.14,8.59,2.56,6.4,5.74,7.88,7.7,5.16
f_0,150.92,43.59,41.92,44.81,48.16,42.07,16.16,6.19,6.65,11.78,8.03,2.55,6.76,11.03,7.53,4.78
h_0,53.75,47.4,54.5,54.25,53.71,55.68,,16.82,10.46,9.22,10.18,8.14,27.93,8.98,9.97,7.62
a_0,65.4,46.81,62.88,57.26,69.82,,12.77,16.4,13.02,11.56,6.79,12.0,8.55,2.88,7.7,7.62
e_0,109.0,164.87,77.86,48.31,63.48,70.11,16.16,16.4,12.51,11.78,10.56,4.25,8.91,19.3,2.55,6.81
g_0,80.08,56.6,62.88,88.34,77.58,65.28,14.67,43.73,11.81,15.51,15.41,15.0,9.74,14.3,19.94,
