,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.21,0.03,0.03,0.02,0.03,0.03,0.05,0.05,0.12,0.05,0.06,0.06,0.06,0.05,,0.07
f_1,0.04,2.22,0.03,0.03,0.02,0.02,0.06,0.05,0.07,0.08,,0.06,0.08,0.04,0.05,0.08
d_1,0.02,0.03,2.29,0.02,0.02,0.02,0.06,0.06,,0.14,0.04,0.07,0.09,0.06,0.05,0.06
c_1,0.03,0.04,0.03,2.37,0.06,0.02,0.05,0.06,0.06,,0.07,0.05,0.08,0.04,0.04,0.06
b_1,0.03,0.03,0.02,0.02,2.57,0.05,0.05,0.05,0.07,0.05,0.06,,0.09,0.05,0.05,0.07
a_1,0.03,0.02,0.03,0.04,0.03,3.06,0.04,,0.1,0.08,0.07,,0.07,,,0.06
h_1,0.13,0.17,0.13,0.12,0.09,0.05,2.74,0.29,0.21,0.17,0.21,0.17,,0.24,0.17,0.22
g_1,0.1,0.07,0.16,0.09,0.08,,0.2,2.92,0.19,0.24,0.34,0.2,0.23,0.3,0.25,
d_0,0.16,0.17,,0.3,0.16,0.14,0.31,0.13,1.98,0.3,0.2,0.2,0.48,0.21,0.23,0.31
c_0,0.18,0.14,0.18,,0.09,0.1,0.29,0.21,0.34,2.04,0.3,0.54,0.31,0.15,0.23,0.5
f_0,0.13,,0.18,0.14,0.12,0.1,0.26,0.29,0.41,0.18,2.39,0.23,0.28,0.2,0.54,0.34
b_0,0.16,0.19,0.13,0.11,,,0.25,0.24,0.25,0.31,0.19,2.31,0.53,0.44,0.22,0.36
h_0,0.24,0.36,0.24,0.25,0.18,0.16,,0.49,0.4,0.49,0.28,0.33,,0.3,0.27,0.72
a_0,0.16,0.15,0.11,0.18,0.11,,0.34,0.19,0.31,0.35,0.39,0.27,0.52,2.59,,
e_0,,0.2,0.17,0.1,0.15,,0.3,0.22,0.34,0.38,0.28,0.4,0.35,,2.79,
g_0,0.23,0.14,0.32,0.2,0.16,0.17,0.38,,0.36,0.35,0.66,0.54,0.86,,,
