,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.04,0.05,0.06,0.04,0.06,0.06,0.06
e_1,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.04,0.06,0.04,0.05,0.06,0.05,0.07,0.1,0.07
c_1,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.04
d_1,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.03
b_1,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
a_1,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
