,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10586.35,3155.51,5149.96,3130.89,9489.69,27003.23,4479322.85,18614904.44,15073361.6,11094648.35,20914366.56,36889827.86,141617009.61,104790029.65,91720101.27,282709891.79
f_1,5019.27,12018.46,3554.71,4126.53,8063.94,26261.76,4559386.97,9583238.23,11887562.32,8696340.5,16734500.85,13322829.86,114097918.84,103621124.24,133863440.74,232031759.53
c_1,2318.32,2989.08,16402.31,4454.4,18916.54,25291.78,4623983.04,9762914.6,5921171.06,10501414.97,12054643.22,31068737.61,145048652.44,106464784.39,157197161.6,282255809.28
d_1,2434.84,3434.68,2917.61,18454.18,8992.67,26473.87,4979142.91,5719109.52,26242153.42,13541408.7,25251976.85,39210755.54,145458364.82,139594872.12,175728774.79,347021951.84
b_1,2174.87,3351.02,3931.87,3809.89,52050.93,64271.31,4440559.12,8839519.57,11975262.31,10592665.79,5158669.94,30819135.12,123863385.12,79030907.45,177259972.07,289980997.41
a_1,2583.94,3705.4,4440.53,4600.46,9016.02,196623.94,5020800.13,10565798.91,15841628.45,11530392.11,19170154.2,33567687.61,134036242.92,53722805.94,165374802.87,277258599.57
h_1,2957.03,5109.03,4505.32,5579.44,11014.07,33581.19,14805807.4,10768623.97,17741529.25,19992804.6,19058469.09,40685149.48,92282706.5,138795249.28,250273799.97,484924554.96
d_0,3213.06,3516.51,9411.13,2865.44,11351.64,32395.28,5704961.43,21095561.86,13036370.62,13541236.03,25548480.53,42961462.92,175773449.15,149960968.79,193320797.53,339047807.96
c_0,3668.51,3813.21,3468.62,7175.42,7991.95,37236.35,5337215.14,13988059.06,32328128.81,13943419.27,43800389.95,43282340.87,157897081.35,164065835.58,209632239.82,422347441.15
g_1,2688.21,2630.9,4557.57,8109.65,12279.2,35573.3,5978008.52,11660791.94,17248708.99,45108765.39,20531738.9,73942582.53,147332538.84,154380309.05,234631687.47,246154596.43
b_0,3926.23,3552.08,5680.1,6007.8,6716.23,28289.02,6512195.07,14658007.81,17434429.65,13989998.12,45755023.22,42711252.91,185234040.56,283074383.13,198745100.14,412105178.66
f_0,2841.58,2247.77,5479.18,5253.68,14386.32,44618.1,7229718.65,13723155.69,18575150.15,16281230.96,22520921.92,94523554.87,159939790.63,168298475.09,386398498.22,408407944.09
h_0,2935.03,4954.1,5061.08,5504.01,12742.95,29902.6,4142934.58,14253406.94,18448101.48,17506014.87,22689683.11,35416227.48,110227941.38,141900962.46,198272857.37,464601643.46
a_0,3820.67,3369.64,4943.07,5842.31,11118.57,22715.3,6301751.9,15248197.66,19211843.22,18003883.11,21812384.09,59163774.09,185128776.36,370726047.84,201228656.71,428219718.92
e_0,2027.3,4457.11,4496.16,6294.73,12089.49,36731.68,7070728.04,13375244.7,18382757.48,17351501.69,23996152.52,48247641.13,164695869.16,198932126.2,521143572.62,306757164.68
g_0,2905.27,3140.87,4683.02,9481.03,10946.13,27680.94,6527634.13,9654459.82,17370275.55,9011771.69,20524678.96,64135215.68,175576677.33,145103803.13,245979097.27,280305774.67
