,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.39,0.38,0.49,0.38,0.25,0.28,0.29,0.24,0.4,0.28,0.26,0.23,0.2,0.13,0.22
f_1,0.68,0.94,0.39,0.42,0.3,0.2,0.28,0.2,0.22,0.25,0.26,0.11,0.19,0.19,0.16,0.2
d_1,0.41,0.48,0.94,0.31,0.4,0.32,0.28,0.25,0.44,0.19,0.27,0.22,0.27,0.21,0.2,0.16
c_1,0.41,0.45,0.47,0.94,0.64,0.25,0.27,0.23,0.14,0.23,0.2,0.26,0.22,0.21,0.19,0.22
b_1,0.4,0.48,0.47,0.34,0.94,0.55,0.34,0.25,0.28,0.25,0.16,0.27,0.28,0.12,0.19,0.22
a_1,0.55,0.63,0.46,0.45,0.32,0.94,0.38,0.3,0.34,0.34,0.31,0.23,0.29,0.2,0.22,0.27
h_1,0.7,0.9,0.64,0.6,0.48,0.42,0.75,0.52,0.43,0.38,0.4,0.31,0.21,0.31,0.22,0.39
g_1,0.58,0.67,0.97,0.71,0.58,0.45,0.39,0.74,0.45,0.38,0.39,0.51,0.37,0.26,0.27,0.22
c_0,0.81,0.8,0.68,0.55,0.48,0.56,0.52,0.38,0.66,0.5,0.74,0.4,0.41,0.35,0.32,0.35
d_0,0.75,0.76,0.42,1.11,0.62,0.36,0.51,0.42,0.38,0.65,0.53,0.43,0.38,0.28,0.28,0.37
b_0,0.72,0.82,0.82,0.74,0.4,0.43,0.54,0.47,0.41,0.4,0.66,0.41,0.41,0.59,0.32,0.34
f_0,0.67,0.7,0.87,0.76,0.64,0.61,0.57,0.47,0.45,0.48,0.52,0.61,0.47,0.33,0.48,0.28
h_0,0.89,1.09,0.94,0.72,0.54,0.49,0.43,0.54,0.51,0.5,0.51,0.36,0.34,0.27,0.34,0.5
a_0,0.86,0.88,0.85,0.67,0.84,0.28,0.58,0.59,0.5,0.54,0.45,0.49,0.56,0.62,0.32,0.37
e_0,0.62,0.93,0.78,0.88,0.71,0.52,0.7,0.5,0.54,0.63,0.51,0.4,0.44,0.37,0.61,0.43
g_0,0.78,0.77,1.16,0.91,0.74,0.53,0.47,0.4,0.55,0.48,0.62,0.73,0.38,0.44,0.3,0.29
