,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,10128.81,4833.43,2761.41,5202.75,8539.74,37498.6,3792285.95,5802624.71,10488499.05,14571834.09,10489415.38,30951683.6,122962974.66,111555791.42,88664350.62,412767201.2
e_1,2821.38,10854.51,2687.74,6113.08,11754.39,34423.53,3420681.94,6559447.13,21880719.68,17174275.21,27683465.75,30715546.35,148260630.57,107424975.25,64776304.01,514432310.32
d_1,2914.77,2599.78,12446.2,4692.66,8277.87,38691.05,3744918.41,6651579.54,5905976.49,32071649.33,27426412.71,32629122.85,158928583.14,119658527.98,135424793.84,513658520.38
c_1,2572.75,2655.0,3069.36,24807.4,18231.52,32449.78,3573424.51,6100490.17,10543986.59,4409261.62,25473447.7,19489883.47,116228962.3,99216849.65,122297661.96,429555768.99
b_1,2675.58,2734.94,3020.54,5498.16,51000.79,88246.24,4539981.78,5893893.05,13735869.57,12311322.25,21176852.77,11883140.34,135204765.58,67725098.83,108687078.13,422974383.89
a_1,3098.55,2619.6,3374.04,4797.41,9790.59,313972.69,4496967.15,6647487.5,8588924.49,16667092.76,24269195.36,28668528.37,154566662.36,37455537.65,109349657.45,480166061.53
h_1,4490.6,2856.24,4114.39,7070.53,11115.9,57590.53,11666032.12,9816446.64,13992571.47,14251436.42,24641039.81,32139838.13,94763738.26,120723597.74,136584501.99,747296291.84
g_1,3194.93,3031.05,5459.2,7085.87,10593.38,51029.06,4764483.09,20825870.19,11989337.09,18980341.75,40828274.51,32011086.23,136753898.66,138887200.29,135458855.83,362840022.86
d_0,3069.65,3312.32,1855.23,13615.04,13551.08,61944.94,4569474.22,8560337.3,27602482.94,12198584.8,33806117.18,29355626.04,151386895.81,142174744.69,116848329.72,545575086.37
c_0,3770.19,3495.96,4582.56,4717.87,9186.73,45526.14,5225105.7,7668121.42,12959494.02,39634222.74,28910428.38,78485038.39,180312816.54,177358626.83,157622544.94,673680482.87
f_0,2056.13,2682.4,4655.32,7769.82,13938.73,56490.84,5251486.91,7913827.05,14593455.82,23853827.74,64948845.92,30491602.46,173275840.68,111626832.75,304229408.21,754478221.34
b_0,3685.04,2779.46,4658.23,8116.43,6902.77,37130.44,4809428.15,8127921.4,16468473.14,20194930.97,32999120.72,81435587.79,204675583.39,293135705.31,141628697.75,703459555.17
h_0,4891.37,3408.88,4236.9,6211.34,9359.1,48683.52,3059782.35,11314378.25,13072285.44,18915471.44,26432050.05,40329943.3,109667500.01,140533781.38,115288142.88,834764247.44
a_0,3303.05,2953.82,5423.45,7184.43,13356.46,23720.34,4963182.24,7838139.78,12861049.95,18151445.87,31238942.56,32983059.1,191581787.26,347632412.65,161603901.15,806609634.87
e_0,3698.03,1858.24,3995.42,7133.38,13830.13,60069.0,6231970.71,6874592.39,18610919.8,20202525.58,33851284.55,43021483.22,215410392.46,151237649.7,375540671.83,517470032.6
g_0,2755.67,2916.11,6187.17,6953.25,12350.21,48205.06,4165852.33,5934471.6,11123587.48,24865118.8,49421980.43,38197337.6,154372202.97,150124262.4,172659573.44,402517585.81
