,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.01,0.05,0.09,0.1,0.11,0.13,0.19,0.23,0.27,0.16,0.28,0.22,0.28,0.45,,0.4
f_1,0.09,0.01,0.09,0.11,0.09,0.16,0.13,0.2,0.15,0.2,,0.22,0.17,0.33,0.39,0.31
d_1,0.09,0.06,0.01,0.06,0.06,0.09,0.14,0.12,,0.21,0.19,0.2,0.24,0.3,0.18,0.15
c_1,0.04,0.05,0.07,0.01,0.08,0.1,0.12,0.12,0.1,,0.13,0.14,0.23,0.3,0.28,0.23
b_1,0.05,0.07,0.06,0.04,0.01,0.11,0.1,0.12,0.12,0.19,0.13,,0.18,0.19,0.26,0.2
a_1,0.02,0.01,0.02,0.02,0.01,,0.04,0.04,0.04,0.05,0.05,0.07,0.04,,,0.06
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
