,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.93,1.18,0.9,0.81,0.66,0.38,0.44,0.37,0.38,0.32,0.3,0.29,0.28,0.28,0.28
d_1,1.07,1.0,1.07,0.93,0.81,0.67,0.48,0.37,0.55,0.44,0.49,0.34,0.37,0.37,0.32,0.23
e_1,0.86,0.93,1.0,1.08,0.9,0.73,0.53,0.51,0.46,0.59,0.43,0.44,0.42,0.35,0.42,0.47
c_1,1.11,1.08,0.92,1.0,1.36,0.77,0.45,0.46,0.41,0.32,0.39,0.4,0.4,0.34,0.32,0.39
b_1,1.21,1.24,1.11,0.74,1.0,1.28,0.66,0.48,0.55,0.55,0.34,0.48,0.4,0.42,0.37,0.39
a_1,1.5,1.49,1.38,1.29,0.79,1.0,0.76,0.75,0.56,0.53,0.6,0.59,0.59,0.6,0.48,0.45
h_1,2.64,2.08,1.88,2.26,1.51,1.38,1.0,1.06,0.8,0.79,0.69,0.69,0.74,0.59,0.62,0.72
g_1,2.33,2.7,1.93,2.29,2.05,1.37,0.96,1.0,0.87,0.84,0.77,0.97,0.69,0.9,0.69,0.7
c_0,2.69,1.76,2.1,2.65,1.78,1.81,1.22,1.15,1.0,1.14,1.33,0.88,0.93,0.87,0.82,0.73
d_0,2.55,2.38,1.68,3.15,1.89,1.79,1.24,1.23,0.86,1.0,0.94,1.04,0.86,0.72,0.77,0.82
b_0,2.89,2.13,2.32,2.73,2.76,1.64,1.41,1.3,0.77,1.06,1.0,0.87,0.96,1.22,0.81,0.8
f_0,3.03,2.95,2.27,2.5,2.23,1.73,1.41,0.99,1.12,0.98,1.13,1.0,1.14,0.99,1.16,0.67
h_0,3.4,2.84,2.42,2.52,2.46,1.7,1.24,1.48,1.04,1.12,1.12,0.93,1.0,0.83,0.93,1.01
a_0,3.32,2.76,2.87,2.78,2.53,1.82,1.66,1.2,1.16,1.3,0.85,1.13,1.21,1.0,1.18,0.98
e_0,3.83,3.07,2.39,3.02,2.88,1.97,1.55,1.39,1.31,1.25,1.27,0.85,1.15,0.88,1.0,0.89
g_0,3.42,4.29,2.35,2.58,2.5,2.31,1.37,1.35,1.37,1.18,1.26,1.48,0.99,1.08,1.06,1.0
