,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.94,1.49,1.45,2.71,21.77,27.42,50.02,32.92,49.13,49.5,80.81,98.82,149.61,142.92
f_1,1.27,1.0,1.19,1.37,1.11,2.82,13.79,24.05,24.01,35.17,32.21,43.93,57.8,88.11,92.32,110.22
d_1,1.07,0.84,1.0,0.99,1.05,2.17,16.21,18.83,24.22,41.48,36.3,39.7,69.69,82.06,74.61,72.11
c_1,0.67,0.73,1.01,1.0,1.52,2.3,14.51,16.53,18.03,20.27,32.17,31.21,63.02,82.72,84.69,101.74
b_1,0.69,0.9,0.96,0.66,1.0,3.19,11.28,18.59,23.63,31.98,33.82,32.48,56.98,57.83,83.16,99.3
a_1,0.37,0.35,0.46,0.43,0.31,1.0,6.92,9.85,10.25,13.08,16.32,19.21,24.81,33.78,44.73,41.02
h_1,0.04,0.07,0.06,0.07,0.09,0.14,1.0,1.63,1.67,1.6,2.19,2.77,3.64,4.66,5.66,8.79
g_1,0.04,0.04,0.05,0.06,0.05,0.1,0.62,1.0,0.88,1.49,2.06,1.69,1.83,3.23,3.56,3.73
d_0,0.02,0.04,0.04,0.06,0.04,0.1,0.66,1.07,1.0,1.11,1.36,1.43,2.25,2.88,3.26,4.75
c_0,0.03,0.03,0.03,0.06,0.03,0.08,0.61,0.69,0.86,1.0,1.53,1.6,1.87,3.02,2.62,3.59
f_0,0.02,0.03,0.03,0.03,0.03,0.06,0.45,0.47,0.73,0.64,1.0,0.89,1.51,1.92,3.41,2.33
b_0,0.02,0.02,0.03,0.03,0.03,0.05,0.35,0.64,0.67,0.59,1.19,1.0,1.78,2.86,2.5,2.83
h_0,0.01,0.02,0.01,0.02,0.02,0.04,0.29,0.54,0.45,0.5,0.68,0.54,1.0,1.31,1.22,1.96
a_0,0.01,0.01,0.01,0.01,0.02,,0.21,0.32,0.32,0.36,0.5,0.32,0.77,1.0,1.01,1.83
e_0,0.01,0.01,0.01,0.01,0.01,0.02,0.18,0.26,0.32,0.4,0.31,0.42,0.83,0.86,1.0,1.07
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.11,0.28,0.23,0.29,0.44,0.37,0.53,0.53,0.88,1.0
