,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.97,1.15,1.02,1.05,1.16,0.97,1.46,0.94,1.05,1.17,1.2,1.09,1.06,1.01
f_1,1.28,1.0,0.88,1.08,0.93,0.83,0.76,1.07,0.91,0.92,0.98,0.99,0.78,0.98,1.01,1.01
d_1,1.04,1.14,1.0,0.84,0.97,0.97,1.05,0.86,0.99,1.26,1.07,0.91,1.08,0.99,0.92,0.83
c_1,0.88,0.93,1.19,1.0,1.32,1.01,0.86,0.99,0.72,0.83,0.82,0.87,1.02,0.85,0.92,1.16
b_1,0.98,1.07,1.03,0.75,1.0,1.4,1.1,1.16,1.02,1.12,0.81,0.96,1.07,0.98,1.07,0.9
a_1,0.95,1.19,1.03,0.98,0.72,1.0,1.2,1.01,1.04,1.12,1.23,1.18,0.98,1.46,1.08,1.06
h_1,0.88,1.32,0.93,1.11,0.9,0.85,1.0,1.2,0.87,0.9,0.95,0.88,0.98,0.83,0.84,1.18
g_1,1.01,0.93,1.2,1.01,0.95,0.98,0.84,1.0,0.93,0.97,1.01,1.21,0.85,0.97,0.85,0.96
d_0,0.67,1.04,1.02,1.45,0.99,0.92,1.08,0.99,1.0,0.87,1.01,1.04,1.01,0.93,1.17,1.16
c_0,1.14,1.09,0.77,1.22,0.83,0.86,1.16,1.02,1.15,1.0,1.52,1.24,0.97,0.98,1.11,1.11
b_0,0.92,1.05,0.93,1.3,1.19,0.75,1.01,0.94,1.0,0.66,1.0,0.89,1.21,1.48,1.1,1.17
f_0,0.87,0.93,1.03,1.2,1.04,0.86,1.17,0.8,0.85,0.83,1.06,1.0,1.0,1.02,1.45,0.87
h_0,0.88,1.21,0.96,0.99,0.93,1.02,0.97,1.14,0.99,1.02,0.84,0.95,1.0,0.88,0.92,1.18
a_0,0.94,1.05,1.02,1.23,0.94,0.77,1.19,1.01,1.06,1.01,0.64,0.85,1.07,1.0,0.94,1.02
e_0,0.93,0.96,1.14,0.99,1.08,0.79,1.3,1.25,0.89,0.96,0.91,0.69,1.12,1.14,1.0,1.03
g_0,0.94,1.01,1.27,0.87,1.07,0.91,0.83,1.07,0.86,0.93,0.9,1.12,0.87,0.95,0.95,1.0
