,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,102.36,49.24,60.22,93.65,130.41,398.26,10692.18,13938.56,29052.3,18271.58,37747.11,34258.73,89711.41,126044.86,108198.37,202220.76
f_1,76.78,104.97,54.21,79.75,108.0,349.67,8611.02,12994.38,19247.03,21125.55,21901.15,34856.16,80063.04,96051.59,89387.97,203757.58
d_1,45.45,56.21,123.4,66.96,106.44,300.04,9727.45,12518.07,11344.59,33735.96,28414.43,43374.07,89310.16,118595.44,105403.73,171256.78
c_1,40.96,46.44,51.17,145.19,196.58,262.23,8399.47,12644.61,13321.1,11465.64,28447.8,22283.43,76333.55,94204.67,103320.79,151283.4
b_1,34.95,40.93,49.79,46.38,217.67,479.96,6768.13,11769.15,14640.61,17293.99,25896.2,15584.85,69666.8,72647.69,80010.03,137567.88
a_1,26.07,25.94,39.11,53.19,56.51,513.04,5946.38,7077.99,11560.23,12600.64,18430.19,18921.28,51525.8,37649.52,65559.25,110140.83
h_1,11.22,16.35,15.52,18.68,27.64,71.74,3782.5,4686.85,4630.21,4968.06,8335.77,8266.54,18684.48,26144.81,27342.64,55064.26
g_1,10.32,10.38,19.72,14.97,25.17,69.95,1856.69,5103.19,3889.4,5045.02,9302.11,6591.29,16086.65,24206.94,26891.5,40627.62
d_0,9.3,11.26,9.72,27.01,27.42,61.85,1954.16,2258.85,5109.48,3350.72,5862.47,6851.3,21026.73,22785.18,22043.39,37848.38
c_0,11.08,10.82,12.5,13.58,15.34,71.49,2004.89,2542.89,4224.38,6188.14,7432.04,11583.66,18334.12,20542.72,20786.36,41431.54
f_0,7.06,7.4,12.6,13.84,22.17,61.76,1668.19,2329.84,3608.59,3467.68,8462.24,6967.68,16389.34,18316.08,37634.54,31271.04
b_0,9.08,10.05,9.91,15.02,16.25,51.77,1513.36,2585.28,3397.99,3197.04,5481.75,8688.24,17099.89,32782.31,15362.91,32326.11
h_0,6.32,9.11,9.63,9.8,16.28,39.64,832.81,2317.13,1919.03,2978.68,3754.93,4013.59,9863.42,12692.71,12867.11,29689.15
a_0,5.79,6.32,7.45,9.33,16.21,36.47,1295.57,1491.63,2152.51,2667.1,3856.78,3555.17,11997.42,20254.56,12909.55,19035.17
e_0,4.19,7.27,7.91,9.12,14.84,32.79,1259.59,1632.38,2329.59,3024.94,3030.94,5066.06,11578.31,12057.49,21359.03,22100.68
g_0,4.61,4.54,10.13,7.79,11.27,31.72,929.98,1170.32,1687.75,2077.14,4730.09,3666.67,9241.03,13418.94,13508.5,15562.31
