,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.69,0.9,1.11,0.97,0.84,0.44,0.47,0.44,0.35,0.35,0.42,0.27,0.32,0.39,0.29
f_1,1.04,0.65,0.9,0.92,0.84,0.83,0.35,0.43,0.37,0.33,0.35,0.37,0.22,0.3,0.29,0.29
d_1,1.16,1.02,0.63,0.98,0.95,0.84,0.38,0.3,0.46,0.4,0.36,0.3,0.27,0.3,0.28,0.2
c_1,0.84,1.01,1.15,0.63,1.14,0.85,0.5,0.46,0.25,0.39,0.32,0.35,0.31,0.37,0.4,0.28
b_1,0.97,1.11,1.09,0.69,0.62,1.21,0.44,0.45,0.38,0.49,0.46,0.42,0.32,0.38,0.41,0.29
a_1,1.23,1.33,1.19,1.16,0.73,0.57,0.63,0.6,0.46,0.47,0.56,0.46,0.38,0.52,0.39,0.38
h_1,1.62,1.76,1.69,1.36,1.38,1.24,0.53,0.76,0.61,0.61,0.58,0.52,0.52,0.49,0.5,0.5
g_1,1.6,1.72,1.86,1.65,1.53,1.23,0.61,0.52,0.6,0.61,0.56,0.63,0.4,0.58,0.58,0.46
d_0,1.24,1.64,1.85,2.06,1.77,1.37,0.85,0.86,0.55,0.62,0.58,0.61,0.53,0.66,0.62,0.52
c_0,1.73,1.92,1.23,2.35,1.6,1.51,0.81,0.75,0.88,0.53,0.73,0.63,0.5,0.62,0.53,0.45
b_0,1.77,1.84,1.57,2.16,2.05,1.42,0.93,0.82,0.74,0.47,0.54,0.62,0.66,0.62,0.56,0.48
f_0,1.72,2.18,1.93,1.84,1.7,1.5,0.84,0.6,0.69,0.68,0.62,0.54,0.56,0.65,0.65,0.39
h_0,1.96,2.31,2.05,2.03,2.06,1.67,1.03,0.97,0.81,0.72,0.68,0.72,0.66,0.64,0.63,0.56
a_0,1.99,2.11,2.09,2.1,2.41,1.61,1.04,0.96,0.77,0.64,0.53,0.68,0.64,0.51,0.67,0.6
e_0,2.05,2.81,2.15,1.97,1.69,1.76,0.96,0.78,0.82,0.86,0.81,0.49,0.7,0.72,0.5,0.49
g_0,2.18,2.33,2.46,2.22,2.22,1.82,0.82,1.06,0.91,0.84,0.82,0.82,0.56,0.78,0.71,0.69
