,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,101.08,11.72,14.02,12.49,30.71,70.5,2076.94,6056.9,5635.16,4223.46,6760.49,9910.73,22174.03,22014.79,,46299.63
f_1,17.47,107.74,13.74,16.58,29.39,72.37,1840.66,3987.25,5368.28,4169.75,5880.86,,22746.39,20425.79,27686.07,40062.79
c_1,10.43,13.07,126.08,15.44,47.35,62.47,2030.41,2982.56,,4587.03,3604.5,9627.52,26103.71,21537.69,27538.0,39939.78
d_1,9.95,10.9,11.63,133.33,30.94,48.2,2249.67,,6828.94,4216.5,5316.63,10153.1,21834.75,24207.31,29709.62,30406.12
b_1,7.93,10.17,8.99,11.71,225.72,100.53,1730.55,2617.67,3224.63,3582.54,,6941.94,17564.78,,25169.33,36372.4
a_1,5.15,8.13,10.52,10.64,11.74,441.31,1349.47,2533.14,3484.78,2290.4,2578.76,5235.06,12939.37,,,24014.71
h_1,5.65,7.02,6.34,7.02,12.26,28.85,3597.04,1710.04,1950.92,1938.41,1921.52,3153.88,,10187.09,14170.62,19166.02
d_0,4.45,5.04,11.73,,11.97,26.34,960.24,3950.68,2088.9,1666.37,2693.78,3905.72,12120.2,10607.91,11252.71,16183.04
c_0,4.2,4.64,,6.11,10.15,28.08,930.37,1714.93,4921.09,1671.42,4029.42,4012.86,9320.9,6602.78,10806.06,19006.31
g_1,3.52,3.85,4.46,7.36,9.22,21.06,857.49,1354.42,1438.03,6283.77,1530.18,5265.15,6416.09,8753.5,8997.64,
b_0,4.34,4.86,6.66,6.55,,19.78,886.37,1585.14,1362.43,1755.19,5854.51,2324.27,9512.14,11621.9,10726.84,18375.43
f_0,3.92,,5.1,3.54,9.93,19.15,1007.14,1221.61,1623.45,1166.54,2196.29,8346.88,7434.8,7632.95,13481.07,14937.69
h_0,3.39,4.46,4.13,5.33,11.35,16.68,,1230.35,1509.53,1782.85,1699.19,2278.0,,6299.63,8814.32,16053.33
a_0,3.44,3.15,3.36,3.23,,,633.4,794.49,1435.34,931.45,1356.99,2335.46,6055.37,17485.1,6615.78,
e_0,,2.92,3.04,2.8,5.69,,495.28,941.64,1250.29,1343.58,1280.08,2043.0,5724.74,5593.66,21202.27,9663.47
g_0,2.7,2.86,3.81,7.14,7.46,14.75,581.79,816.98,980.27,,1405.01,2426.09,6410.33,,7481.64,
