,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.28,0.65,0.73,0.51,0.45,0.38,0.99,2.13,0.83,1.15,1.27,1.26,1.43,1.12,0.53,1.19
f_1,1.05,2.32,0.55,0.56,0.45,0.32,0.88,1.21,0.86,1.14,1.15,0.56,1.34,0.93,0.67,1.33
c_1,0.54,0.63,2.39,0.52,1.01,0.36,0.92,1.1,0.76,0.34,0.71,0.95,1.36,0.93,0.95,1.28
d_1,0.58,0.62,0.38,2.43,0.54,0.43,0.99,0.61,1.19,2.3,1.45,1.18,1.44,1.18,1.02,1.3
b_1,0.49,0.54,0.57,0.51,2.6,0.99,1.05,1.05,0.89,1.05,0.51,1.0,1.59,0.78,1.03,1.25
a_1,0.56,0.67,0.68,0.57,0.43,3.07,1.13,1.11,0.71,1.06,1.33,1.12,1.37,0.39,1.1,1.33
h_1,0.55,1.01,0.78,0.72,0.61,0.48,3.18,1.18,1.35,1.11,1.37,1.02,1.41,1.05,1.39,2.14
d_0,0.7,0.69,1.4,0.28,0.68,0.52,1.44,2.71,1.01,0.9,1.21,1.25,1.72,0.94,1.17,1.29
g_1,0.69,0.57,0.6,1.2,0.55,0.4,1.26,1.13,3.44,1.46,1.47,2.15,1.51,1.01,1.29,1.0
c_0,0.96,0.79,0.48,0.74,0.42,0.52,1.31,1.46,1.23,2.76,2.5,1.22,1.77,1.35,1.11,1.54
b_0,0.8,0.67,0.85,0.79,0.36,0.39,1.3,1.4,1.09,1.42,2.86,1.4,1.69,2.41,1.5,1.84
f_0,0.62,0.54,0.75,0.69,0.64,0.58,1.53,1.46,1.36,1.65,1.61,3.04,1.95,1.22,2.79,1.86
h_0,0.61,1.12,0.68,0.8,0.49,0.44,0.94,1.21,1.47,1.47,1.41,1.43,1.26,1.29,1.37,2.35
a_0,0.81,0.71,0.7,0.86,0.62,0.21,1.27,1.45,1.14,1.57,1.34,1.35,1.77,3.05,1.42,1.78
e_0,0.45,0.89,0.88,0.68,0.62,0.55,1.61,1.37,1.33,1.55,1.43,1.38,2.13,1.29,3.2,1.94
g_0,0.55,0.73,0.7,1.14,0.56,0.51,1.16,1.1,0.77,1.52,1.54,2.08,2.22,1.35,1.45,1.3
