,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.94,1.08,0.99,0.85,0.76,0.74,0.64,0.9,0.66,0.77,0.6,0.54,0.61,0.6
f_1,1.25,1.0,0.92,0.99,0.84,0.74,0.64,0.7,0.61,0.66,0.64,0.58,0.49,0.56,0.46,0.55
d_1,1.04,1.09,1.0,0.95,0.83,0.73,0.71,0.57,0.82,0.68,0.7,0.64,0.59,0.56,0.61,0.49
c_1,0.91,1.04,1.07,1.0,1.33,0.82,0.72,0.74,0.6,0.52,0.58,0.6,0.62,0.59,0.5,0.55
b_1,1.01,1.18,1.19,0.77,1.0,1.37,0.78,0.74,0.78,0.62,0.68,0.62,0.7,0.55,0.6,0.65
a_1,1.15,1.32,1.36,1.19,0.74,1.0,0.93,0.8,0.84,0.89,0.96,0.78,0.86,0.68,0.8,0.8
h_1,1.37,1.52,1.39,1.42,1.28,1.08,1.0,1.08,0.89,0.88,0.87,0.82,0.81,0.85,0.81,0.89
g_1,1.4,1.42,1.71,1.35,1.3,1.19,0.95,1.0,0.96,0.85,0.93,1.13,0.87,0.94,0.89,0.86
c_0,1.57,1.62,1.24,1.74,1.31,1.17,1.1,1.0,1.0,1.14,1.26,0.92,0.91,0.95,0.91,0.89
d_0,1.15,1.46,1.55,1.95,1.66,1.15,1.1,1.13,0.84,1.0,0.9,0.95,0.93,0.91,0.86,0.91
b_0,1.56,1.57,1.39,1.78,1.46,1.07,1.14,1.04,0.79,1.13,1.0,0.94,0.98,1.22,0.89,0.91
f_0,1.3,1.71,1.55,1.76,1.6,1.22,1.17,0.9,1.01,1.05,1.04,1.0,0.96,1.0,1.32,0.72
h_0,1.74,2.01,1.74,1.58,1.38,1.1,1.21,1.15,1.05,1.08,0.98,1.07,1.0,0.96,0.96,1.12
a_0,1.78,1.73,1.72,1.7,1.81,1.52,1.25,1.14,1.05,1.05,0.83,1.02,1.03,1.0,0.88,0.94
e_0,1.69,2.23,1.69,2.02,1.77,1.2,1.18,1.02,1.04,1.1,1.14,0.79,0.98,1.11,1.0,0.9
g_0,1.7,1.8,2.05,1.79,1.58,1.23,1.15,1.21,1.15,1.14,1.12,1.32,0.91,0.99,1.05,1.0
