,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.15,40.28,81.1,88.65,90.3,117.94,25.94,15.37,28.55,18.61,16.39,23.22,8.71,21.06,16.09,
f_1,99.11,1.15,87.5,91.11,99.33,100.25,17.11,19.64,21.66,13.95,18.66,,9.72,18.95,15.39,15.45
d_1,135.81,77.82,1.15,88.65,78.42,100.25,24.36,,15.7,23.62,23.52,14.43,14.41,18.05,7.7,14.78
c_1,94.03,90.11,123.15,1.15,90.3,100.25,44.67,9.96,27.3,,15.91,16.18,12.29,31.58,11.42,14.17
b_1,87.31,103.76,92.36,59.64,1.15,80.2,30.92,21.42,28.55,25.58,,22.25,11.3,34.45,16.09,
a_1,146.68,214.0,175.0,121.48,78.42,1.15,34.96,28.28,,29.24,36.07,35.6,32.15,,23.6,28.33
h_1,81.49,122.29,83.12,93.71,82.78,105.53,2.0,24.38,31.4,19.81,15.46,17.8,,19.95,16.86,24.29
d_0,61.12,92.54,,88.65,124.17,77.12,22.33,2.93,19.62,12.79,22.54,16.69,12.67,15.79,10.41,17.89
g_1,146.68,180.21,133.0,109.33,135.45,,21.73,37.21,2.0,32.32,41.62,19.78,12.67,18.95,,30.91
c_0,81.49,107.0,54.51,,93.12,83.54,42.32,22.81,26.17,3.02,20.81,21.36,16.72,21.06,12.64,16.19
b_0,141.04,122.29,114.66,156.19,,125.31,38.29,18.13,34.89,13.35,2.96,33.38,11.94,23.69,14.75,14.78
f_0,146.68,,103.91,113.1,106.43,95.48,34.96,26.19,16.97,21.17,20.81,3.03,24.59,18.95,10.41,
h_0,89.44,97.83,97.79,99.39,102.76,95.48,,17.67,33.05,17.54,17.45,17.23,,15.79,12.21,21.25
a_0,122.23,228.27,207.81,205.0,248.33,,42.32,37.21,52.33,47.23,13.87,29.67,19.9,2.98,,
g_0,166.68,100.71,118.75,126.15,106.43,182.27,15.76,28.28,,22.74,33.81,19.78,14.41,,,
e_0,,311.27,195.59,182.22,,143.21,44.67,27.19,52.33,40.93,38.64,,19.9,,,2.96
