,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.75,0.85,1.04,0.94,0.86,0.8,0.82,0.62,0.61,0.7,0.68,0.63,0.55,0.69,0.68
f_1,1.33,1.0,0.94,0.89,0.85,0.81,0.6,0.62,0.6,0.64,0.62,0.57,0.45,0.56,0.53,0.36
d_1,1.17,1.07,1.0,0.91,0.82,0.84,0.73,0.51,0.85,0.57,0.63,0.63,0.64,0.49,0.47,0.54
c_1,0.96,1.12,1.1,1.0,1.37,0.81,0.77,0.52,0.54,0.58,0.58,0.61,0.51,0.72,0.58,0.51
b_1,1.07,1.17,1.22,0.73,1.0,1.21,0.75,0.8,0.88,0.8,0.58,0.49,0.69,0.5,0.59,0.65
a_1,1.16,1.23,1.19,1.24,0.83,1.0,0.78,0.92,0.79,0.92,0.83,0.66,0.69,,0.7,0.65
h_1,1.21,1.75,1.37,1.32,1.34,1.24,1.0,0.94,0.81,1.08,0.84,0.97,1.07,0.67,0.92,0.75
d_0,1.19,1.64,1.82,2.03,1.28,1.08,1.03,1.0,0.99,1.08,1.07,1.08,0.99,0.75,0.87,0.88
c_0,1.61,1.72,1.13,1.94,1.22,1.4,1.28,1.14,1.0,0.96,1.38,1.12,0.99,1.04,0.91,0.97
g_1,1.64,1.53,1.76,1.74,1.27,1.07,0.94,0.93,1.02,1.0,1.0,1.13,0.7,0.84,0.79,1.07
b_0,1.4,1.61,1.61,1.8,1.72,1.22,1.22,0.96,0.68,1.01,1.0,0.9,1.04,1.22,0.93,1.06
f_0,1.41,1.69,1.53,1.58,2.04,1.56,1.01,0.99,0.87,0.92,1.02,1.0,1.12,0.85,0.65,1.28
h_0,1.53,2.26,1.6,2.07,1.39,1.48,0.96,1.03,1.0,1.43,1.02,0.86,1.0,0.76,1.07,0.98
a_0,1.61,1.76,2.05,1.47,2.08,,1.44,1.43,0.95,1.21,0.76,1.12,1.23,1.0,0.88,0.93
g_0,1.37,1.9,2.09,1.65,1.72,1.36,1.13,1.13,1.1,,1.11,1.44,0.97,1.23,1.0,1.09
e_0,1.63,2.8,1.66,1.86,1.62,1.46,1.34,1.1,1.08,0.99,0.94,0.77,1.0,1.07,0.91,1.0
