,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.44,1.58,2.15,1.55,1.48,0.33,0.53,0.34,0.3,0.36,0.69,0.22,0.32,0.32,0.28
e_1,0.92,0.43,1.97,1.8,2.2,1.74,0.44,0.58,0.34,0.39,0.39,0.46,0.28,0.44,0.79,0.23
d_1,1.96,2.2,0.42,2.19,1.54,1.43,0.52,0.31,0.95,0.31,0.35,0.31,0.21,0.28,0.3,0.15
c_1,1.77,1.34,2.46,0.41,1.97,1.57,0.54,0.48,0.21,0.71,0.36,0.39,0.24,0.37,0.29,0.27
b_1,2.39,2.21,2.0,0.93,0.39,2.22,0.58,0.64,0.43,0.62,0.77,0.39,0.3,0.41,0.35,0.38
a_1,2.9,2.55,2.1,2.42,1.19,0.32,0.96,0.79,0.59,0.6,0.81,0.47,0.36,1.17,0.55,0.43
h_1,2.65,2.76,2.76,2.76,2.72,2.81,0.33,0.83,0.65,0.6,0.55,0.57,0.58,0.5,0.47,0.41
g_1,3.35,3.49,3.03,3.47,2.96,2.93,0.7,0.3,0.65,0.55,0.6,0.74,0.33,0.53,0.67,0.41
d_0,3.01,1.75,5.37,3.16,4.06,3.0,0.88,1.17,0.36,0.72,0.59,0.69,0.5,0.69,0.67,0.6
c_0,4.12,4.23,1.56,7.19,3.39,3.03,1.36,0.87,1.12,0.34,0.69,0.59,0.51,0.75,0.72,0.5
b_0,3.4,3.25,2.67,5.72,6.46,3.28,1.07,0.93,0.86,0.35,0.32,0.73,0.53,0.62,0.63,0.44
f_0,6.95,3.31,3.1,3.62,3.66,4.45,1.18,0.64,0.82,0.72,0.71,0.31,0.46,0.55,0.75,0.32
h_0,4.57,4.03,3.56,3.99,3.61,3.7,1.42,1.0,0.89,0.7,0.74,0.71,1.01,0.66,0.65,0.56
a_0,4.56,3.63,3.93,4.84,3.8,6.35,1.14,1.16,1.12,0.77,0.4,0.71,0.53,0.33,0.69,0.49
e_0,8.91,6.12,3.8,4.3,3.68,5.21,1.2,0.82,0.84,0.73,0.83,0.35,0.5,0.77,0.31,0.53
g_0,4.68,4.9,4.28,4.73,4.44,5.16,0.88,1.87,1.09,0.97,0.82,0.86,0.45,0.78,0.86,1.39
