,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,12.09,13.02,12.61,9.39,10.32,2.72,4.12,2.3,2.59,2.7,,1.63,3.53,,1.47
e_1,8.42,0.17,17.32,11.34,12.95,12.43,3.23,4.82,2.05,2.81,2.76,3.95,1.57,2.7,,1.45
d_1,14.51,15.22,0.16,16.88,13.94,12.44,3.37,2.06,,2.0,2.8,2.02,1.73,2.71,2.71,1.04
c_1,11.21,10.61,17.53,0.16,15.5,14.41,3.91,3.43,1.48,,2.78,2.62,1.33,,2.69,2.07
b_1,17.28,13.35,13.94,5.96,0.14,13.89,4.78,3.43,2.91,3.03,,2.24,1.92,1.84,1.81,2.32
a_1,15.22,13.62,9.68,9.26,7.41,0.09,5.17,3.06,2.87,3.33,3.91,,1.97,,2.32,2.07
h_1,2.56,4.46,2.88,2.79,3.86,3.06,0.07,1.13,0.59,0.68,0.57,0.74,,0.63,0.57,0.59
g_1,4.29,3.78,3.46,4.58,2.74,3.06,0.58,0.06,0.75,0.69,0.66,0.72,0.36,0.82,0.79,
d_0,2.04,1.52,,2.21,3.7,2.37,0.68,0.92,0.08,0.71,0.61,0.48,0.28,0.54,0.39,0.46
c_0,2.21,2.72,1.09,,2.58,3.59,1.11,0.64,0.52,0.07,0.5,0.49,0.44,0.61,,0.41
b_0,2.33,2.3,3.29,4.42,,3.31,0.61,0.84,0.49,0.23,0.07,0.54,0.36,0.81,0.5,0.3
f_0,,2.15,2.37,2.62,2.65,,0.68,0.52,0.45,0.56,0.45,0.06,0.35,0.43,0.56,0.33
h_0,1.81,1.57,1.68,1.58,1.51,1.59,,0.35,0.51,0.31,0.31,0.27,,0.3,0.33,0.23
a_0,2.86,2.7,3.19,,2.71,,0.63,0.88,0.66,0.81,0.28,0.43,0.39,0.05,0.32,0.22
e_0,,,2.03,2.85,2.19,2.53,0.52,0.54,0.68,,0.5,0.24,0.42,0.48,0.05,
g_0,1.47,3.68,2.08,1.81,1.86,1.78,0.3,,0.34,0.46,0.29,0.44,0.15,0.3,,
