,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.91,0.33,0.25,0.37,0.25,0.18,0.28,0.27,0.24,0.47,0.3,0.27,0.27,0.2,0.13,0.25
f_1,0.57,0.91,0.29,0.28,0.22,0.14,0.3,0.22,0.24,0.28,0.26,0.1,0.24,0.19,0.14,0.19
d_1,0.31,0.36,0.91,0.21,0.28,0.21,0.28,0.24,0.53,0.18,0.32,0.23,0.3,0.2,0.18,0.22
c_1,0.31,0.32,0.31,0.9,0.5,0.17,0.23,0.2,0.14,0.26,0.16,0.25,0.24,0.17,0.19,0.22
b_1,0.3,0.31,0.33,0.28,0.89,0.39,0.28,0.22,0.27,0.25,0.17,0.24,0.29,0.13,0.17,0.23
a_1,0.33,0.37,0.35,0.26,0.23,0.89,0.34,0.22,0.31,0.31,0.27,0.27,0.28,0.16,0.16,0.27
h_1,0.36,0.48,0.34,0.34,0.24,0.19,0.63,0.36,0.28,0.27,0.31,0.25,0.21,0.22,0.16,0.32
g_1,0.29,0.34,0.52,0.32,0.26,0.19,0.3,0.61,0.33,0.27,0.3,0.41,0.33,0.21,0.22,0.2
c_0,0.38,0.41,0.38,0.25,0.2,0.23,0.36,0.24,0.52,0.3,0.6,0.27,0.31,0.27,0.19,0.25
d_0,0.39,0.38,0.22,0.58,0.3,0.17,0.31,0.26,0.21,0.49,0.31,0.27,0.28,0.19,0.2,0.27
b_0,0.35,0.4,0.41,0.29,0.2,0.17,0.34,0.32,0.36,0.3,0.52,0.29,0.32,0.46,0.19,0.26
f_0,0.32,0.3,0.39,0.37,0.3,0.23,0.32,0.32,0.31,0.31,0.32,0.45,0.33,0.23,0.35,0.23
h_0,0.37,0.5,0.41,0.32,0.25,0.18,0.24,0.32,0.31,0.28,0.31,0.23,0.23,0.19,0.18,0.35
a_0,0.39,0.38,0.39,0.29,0.33,0.12,0.33,0.32,0.35,0.32,0.31,0.26,0.33,0.43,0.19,0.26
e_0,0.25,0.41,0.35,0.37,0.31,0.21,0.37,0.28,0.34,0.35,0.32,0.29,0.31,0.17,0.41,0.28
g_0,0.3,0.33,0.51,0.37,0.31,0.2,0.26,0.21,0.32,0.24,0.34,0.42,0.26,0.23,0.19,0.17
