,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,e_0,a_0,g_0
f_1,1.0,1.16,0.98,0.82,0.82,0.65,0.42,0.43,0.4,0.35,0.34,0.33,0.29,0.27,0.3,0.29
e_1,0.87,1.0,1.06,0.78,0.87,0.73,0.5,0.59,0.5,0.39,0.37,0.45,0.35,0.33,0.32,0.32
c_1,1.03,0.93,1.0,1.12,1.18,0.79,0.5,0.34,0.45,0.35,0.34,0.36,0.3,0.31,0.3,0.3
d_1,1.22,1.23,0.92,1.0,0.9,0.71,0.57,0.49,0.38,0.59,0.48,0.4,0.38,0.35,0.41,0.28
b_1,1.2,1.14,0.86,1.11,1.0,1.21,0.55,0.48,0.44,0.56,0.42,0.42,0.38,0.36,0.31,0.34
a_1,1.51,1.41,1.21,1.34,0.85,1.0,0.71,0.65,0.62,0.55,0.66,0.51,0.53,0.45,0.45,0.45
h_1,2.27,2.0,2.03,1.74,1.86,1.37,1.0,0.84,0.97,0.78,0.73,0.76,0.64,0.65,0.63,0.65
d_0,2.26,1.75,2.95,2.09,2.2,1.5,1.19,1.0,1.13,0.79,0.8,0.76,0.78,0.85,0.71,0.7
g_1,2.4,1.99,2.25,2.66,2.23,1.61,1.04,0.91,1.0,0.93,0.85,1.01,0.69,0.83,0.65,0.65
c_0,2.85,2.56,2.77,1.76,1.86,1.9,1.22,1.29,1.06,1.0,1.34,0.99,0.83,0.76,0.95,0.73
b_0,2.89,2.64,3.03,2.09,2.38,1.56,1.37,1.23,1.2,0.79,1.0,0.94,0.83,0.84,1.14,0.77
f_0,2.86,2.26,2.96,2.51,2.32,1.95,1.29,1.23,1.02,1.01,1.02,1.0,0.9,1.17,0.75,0.65
h_0,3.54,3.01,3.3,2.66,2.72,1.88,1.59,1.25,1.47,1.19,1.16,1.05,1.0,0.97,0.82,1.02
e_0,3.66,2.94,3.4,2.72,2.86,2.26,1.58,1.2,1.27,1.25,1.15,0.88,1.0,1.0,0.99,0.88
a_0,3.41,3.14,3.36,2.66,3.18,2.23,1.68,1.39,1.53,1.07,0.92,1.22,1.19,1.04,1.0,0.96
g_0,3.48,3.26,3.45,3.46,2.94,2.24,1.56,1.48,1.51,1.4,1.26,1.45,0.97,1.12,1.03,1.0
