,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,0.65,1.07,1.03,0.9,0.88,0.77,0.4,0.32,0.43,0.36,0.34,0.34,0.26,0.34,0.21,0.3
f_1,0.9,0.65,1.05,0.99,0.9,0.84,0.35,0.42,0.36,0.32,0.32,0.36,0.23,0.28,0.28,0.26
e_1,1.03,0.71,0.65,1.05,0.92,0.9,0.43,0.46,0.43,0.38,0.39,0.39,0.27,0.35,0.3,0.34
c_1,1.26,1.0,0.89,0.62,1.12,0.87,0.44,0.45,0.25,0.38,0.32,0.38,0.31,0.31,0.29,0.33
b_1,1.11,1.16,1.02,0.71,0.61,1.16,0.49,0.46,0.38,0.47,0.51,0.38,0.34,0.37,0.32,0.37
a_1,1.21,1.34,1.18,1.28,0.73,0.56,0.67,0.6,0.52,0.49,0.53,0.4,0.42,0.6,0.36,0.41
h_1,1.53,1.7,1.57,1.56,1.47,1.25,0.53,0.77,0.57,0.52,0.55,0.5,0.6,0.51,0.47,0.48
g_1,1.79,1.7,1.58,1.54,1.68,1.35,0.58,0.52,0.62,0.63,0.63,0.66,0.42,0.55,0.52,0.57
d_0,1.91,1.64,1.2,2.07,1.66,1.43,0.84,0.79,0.55,0.64,0.69,0.58,0.58,0.53,0.5,0.65
c_0,1.24,1.85,1.8,2.44,1.68,1.49,0.82,0.74,0.82,0.54,0.78,0.64,0.56,0.6,0.5,0.64
b_0,1.61,1.92,1.68,2.31,1.83,1.4,0.84,0.76,0.66,0.43,0.53,0.63,0.49,0.65,0.49,0.51
f_0,1.78,2.13,1.78,1.72,1.82,1.83,0.88,0.62,0.69,0.7,0.71,0.52,0.56,0.63,0.4,0.87
h_0,1.95,2.15,2.09,1.92,2.04,1.66,0.98,0.88,0.73,0.68,0.72,0.71,0.63,0.61,0.62,0.59
a_0,2.0,2.5,2.14,2.11,1.94,1.8,0.97,1.0,0.84,0.68,0.55,0.66,0.62,0.52,0.56,0.59
g_0,2.27,2.21,2.13,2.13,1.98,1.87,0.87,1.14,0.76,0.79,0.81,0.87,0.55,0.71,0.64,0.81
e_0,2.1,2.8,2.49,2.16,2.23,1.88,0.94,0.79,0.73,0.64,0.83,0.47,0.7,0.75,0.54,0.53
