,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.91,0.57,0.27,0.29,0.24,0.15,0.29,0.22,0.25,0.29,0.25,0.14,0.27,0.18,0.13,0.2
e_1,0.38,0.9,0.3,0.35,0.24,0.16,0.31,0.26,0.28,0.5,0.26,0.24,0.28,0.21,0.12,0.2
d_1,0.39,0.31,0.91,0.27,0.24,0.18,0.29,0.23,0.49,0.16,0.3,0.24,0.28,0.2,0.18,0.22
c_1,0.35,0.28,0.31,0.9,0.48,0.18,0.29,0.22,0.15,0.24,0.2,0.27,0.26,0.18,0.16,0.22
b_1,0.37,0.31,0.34,0.28,0.89,0.34,0.3,0.23,0.26,0.23,0.15,0.25,0.26,0.13,0.16,0.2
a_1,0.34,0.3,0.36,0.34,0.28,0.88,0.31,0.21,0.27,0.24,0.21,0.22,0.27,0.13,0.18,0.25
h_1,0.48,0.35,0.38,0.32,0.27,0.18,0.6,0.31,0.25,0.27,0.26,0.28,0.27,0.23,0.18,0.31
g_1,0.3,0.31,0.54,0.32,0.25,0.18,0.34,0.61,0.34,0.27,0.26,0.4,0.35,0.22,0.22,0.2
c_0,0.44,0.38,0.37,0.23,0.23,0.2,0.36,0.25,0.5,0.31,0.54,0.26,0.31,0.27,0.21,0.28
d_0,0.38,0.32,0.28,0.58,0.29,0.18,0.32,0.25,0.2,0.48,0.24,0.27,0.33,0.21,0.18,0.21
b_0,0.43,0.36,0.35,0.39,0.22,0.13,0.4,0.27,0.29,0.33,0.51,0.26,0.35,0.44,0.23,0.28
f_0,0.36,0.31,0.41,0.34,0.29,0.19,0.34,0.28,0.28,0.31,0.31,0.49,0.35,0.21,0.41,0.26
h_0,0.48,0.33,0.4,0.32,0.31,0.18,0.26,0.32,0.31,0.28,0.24,0.26,0.19,0.21,0.2,0.32
a_0,0.4,0.35,0.4,0.37,0.3,0.11,0.36,0.28,0.31,0.31,0.28,0.25,0.39,0.43,0.2,0.29
e_0,0.48,0.26,0.4,0.33,0.31,0.14,0.38,0.26,0.33,0.29,0.28,0.26,0.39,0.23,0.45,0.25
g_0,0.36,0.3,0.5,0.32,0.32,0.18,0.3,0.18,0.3,0.25,0.25,0.4,0.32,0.25,0.23,0.22
